order_id,order_date,customer_id,store_id,region,order_amount,order_status
1635,2025-12-01,C24,S261,,,Pending
1636,2025-10-19,C712,S344,North,,Approved
1637,2025-03-28,C2750,S486,,-100.0,PENDING
1638,invalid_date,C1636,S464,East,,approved
1639,2025-06-24,C269,S516,South,899.0,Approved
1640,2025-12-23,C112,S555,South,1705.0,PENDING
1641,2025-05-18,C548,S379,South,4782.0,Cancelled
1642,2025-10-19,C2952,S497,South,-100.0,approved
1643,2025-04-24,C1414,S397,,3158.0,Approved
1644,2025-08-15,C2447,S201,East,2455.0,PENDING
1645,2025-09-03,C760,S341,East,,Cancelled
1646,2025-01-15,C2088,S73,,,PENDING
1647,2025-11-13,C1449,S467,North,-100.0,PENDING
1648,2025-09-19,C1961,S315,West,-100.0,
1649,2025-12-28,C1780,S165,East,3577.0,
1650,invalid_date,C769,S267,North,1095.0,Pending
1651,2025-03-02,C1259,S79,,,approved
1652,2025-02-04,C1757,S530,East,,approved
1653,2025-04-24,C1662,S4,West,3510.0,Cancelled
1654,2025-09-13,C729,S257,North,,Cancelled
1655,2025-08-09,C798,S180,West,,approved
1656,2025-08-11,C2890,S439,East,2517.0,PENDING
1657,2025-11-10,C2410,S119,West,4469.0,Pending
1658,2025-02-24,C1893,S386,,-100.0,Approved
1659,2025-04-24,C796,S62,South,907.0,approved
1660,2025-07-04,C2848,S365,North,2219.0,approved
1661,2025-05-04,C2483,S356,North,,Cancelled
1662,2025-10-01,C1058,S327,West,2687.0,Approved
1663,2025-09-06,C2519,S186,North,,PENDING
1664,2025-04-19,C2876,S26,,-100.0,PENDING
1665,2025-01-17,C1387,S488,South,,Pending
1666,2025-09-20,C1236,S366,East,2362.0,Approved
1667,2025-01-17,C2480,S340,South,,Approved
1668,2025-05-28,C198,S146,West,,PENDING
1669,2025-03-06,C2581,S140,,-100.0,Approved
1670,2025-12-13,C37,S214,West,,Pending
1671,2025-12-13,C1044,S79,West,,PENDING
1672,2025-10-31,C7,S160,South,-100.0,Pending
1673,2025-11-05,C610,,East,,Cancelled
1674,2025-07-12,C1348,S125,,,
1674,2025-10-12,C1938,S97,,,
1676,2025-03-10,C957,S216,,,approved
1677,2025-07-09,C2688,S57,West,,PENDING
1678,2025-01-02,C2894,S282,,3521.0,
1679,2025-01-18,C2776,S587,,4904.0,PENDING
1680,2025-08-25,C428,S47,East,,PENDING
1681,2025-04-25,C1452,S335,South,,PENDING
1682,2025-05-04,C720,S461,,,approved
1683,2025-03-10,C325,S257,East,2359.0,Approved
1684,2025-09-04,C515,S206,South,,Approved
1685,2025-05-08,C1441,S480,South,2619.0,Pending
1686,2025-06-21,C2924,S434,West,1479.0,Approved
1687,2025-10-06,C2005,S103,,-100.0,Pending
1688,2025-12-19,C1054,S531,,-100.0,Pending
1689,2025-06-07,C771,S135,West,1251.0,Pending
1690,2025-10-11,C456,S215,West,,
1691,2025-11-02,C2887,S55,East,-100.0,
1692,2025-08-30,C2598,S34,West,,
1693,2025-12-05,C795,S525,,,Approved
1694,2025-08-31,C1022,S13,West,-100.0,approved
1695,2025-05-20,C2172,S397,,,approved
1696,2025-12-12,C2574,S408,West,-100.0,
1697,2025-06-21,C393,S580,North,,
1698,2025-03-25,C101,S34,West,,Pending
1699,2025-04-03,C68,S334,West,-100.0,approved
1700,2025-04-23,C1193,S550,East,2646.0,approved
1701,2025-08-23,C1212,S38,North,,approved
1702,2025-08-12,C480,S310,West,-100.0,PENDING
1703,2025-07-24,C2472,S462,East,,Pending
1703,2025-11-18,C1186,S169,North,-100.0,Cancelled
1705,2025-07-22,C309,S264,North,-100.0,
1706,2025-06-16,C2669,S302,East,,Approved
1707,2025-05-20,C2399,S198,,4288.0,approved
1708,2025-06-04,C268,S269,South,,Approved
1709,2025-09-13,C2661,S186,West,2991.0,
1710,2025-08-29,C925,S370,West,,Cancelled
1711,2025-01-11,C2369,S129,West,-100.0,PENDING
1712,2025-11-01,C601,S568,North,-100.0,Cancelled
1713,2025-10-31,C186,S485,North,1116.0,Approved
1714,2025-05-16,C2150,S379,East,-100.0,PENDING
1715,2025-09-03,C354,S390,,-100.0,PENDING
1716,2025-11-01,C2831,S463,West,-100.0,approved
1717,2025-09-23,C1278,S323,North,,Pending
1718,2025-04-26,C1487,S252,South,2481.0,PENDING
1719,2025-10-21,C2360,S276,,,approved
1720,2025-08-06,C2572,S560,West,4791.0,Approved
1721,2025-05-23,C1514,S310,East,,
1722,2025-10-26,C1608,S204,North,-100.0,Cancelled
1723,2025-05-23,C1078,S207,South,,Approved
1724,2025-05-13,C2768,S451,,3481.0,Cancelled
1725,2025-12-09,C1605,S121,,,Pending
1726,2026-01-01,C1777,S268,North,,
1727,2025-10-17,C2581,S594,East,-100.0,Approved
1728,2025-09-29,C815,S493,South,,
1729,2025-02-20,C1363,S546,North,2425.0,
1730,2025-07-03,C2202,S353,North,,
1731,2025-12-11,C2120,S426,North,,Cancelled
1732,2025-03-13,C1380,S92,South,4976.0,Approved
1733,2025-02-20,C1866,S320,,,PENDING
1734,2025-01-08,C733,S116,,-100.0,Cancelled
1735,2025-08-31,C800,S299,South,-100.0,Pending
1736,2025-12-28,C707,S348,South,-100.0,Approved
1737,2025-06-19,C1530,S84,North,,Pending
1738,2025-01-29,C2760,S523,North,1274.0,Pending
1739,2025-10-10,C1337,S4,North,-100.0,Pending
1740,2025-05-15,C2247,S424,South,1007.0,Approved
1741,2025-03-03,C2208,S62,North,2746.0,Pending
1742,2025-10-04,C578,S4,South,-100.0,
1743,2025-10-15,C2480,S555,North,,Approved
1743,2025-08-23,C610,S115,South,,PENDING
1745,2025-05-02,C805,S49,West,3649.0,
1746,2025-08-23,C2421,S133,North,-100.0,approved
1747,2025-09-16,C1037,S306,East,,Pending
1748,2025-01-02,C1089,S46,South,2571.0,
1749,2025-12-09,C358,S263,East,-100.0,approved
1750,2025-07-17,C428,S269,South,-100.0,Approved
1751,2025-09-21,C2333,S302,East,,Cancelled
1752,2025-03-31,C2215,S522,West,1429.0,Approved
1753,2025-06-19,C2623,S344,South,,
1754,2025-07-21,C2598,S42,South,-100.0,PENDING
1755,2025-11-11,C1459,S153,South,-100.0,Cancelled
1756,2025-12-16,C173,S334,North,-100.0,Approved
1757,2025-11-22,C1254,S18,South,-100.0,Pending
1758,2025-10-11,C58,S70,West,,Pending
1759,2025-02-25,C1141,S131,North,586.0,Cancelled
1760,2025-06-04,C1070,S268,East,4805.0,
1761,2025-03-28,C1094,S295,North,,
1762,2025-07-01,C1268,S339,South,-100.0,PENDING
1763,2025-12-04,C1227,S573,South,-100.0,PENDING
1763,2025-07-24,C2580,S393,South,-100.0,Cancelled
1765,2025-05-08,C2549,S420,East,,Approved
1766,2025-10-10,C730,S209,North,1171.0,PENDING
1767,2025-11-08,C138,S319,North,-100.0,Pending
1767,2025-10-11,C970,S225,South,,Cancelled
1769,2025-06-22,C1630,S271,,,PENDING
1770,2025-01-27,C1948,S591,East,-100.0,Approved
1771,2025-12-05,C1504,S96,South,1229.0,
1772,2025-12-12,C1680,S464,South,-100.0,Cancelled
1773,2025-08-26,C2862,S411,West,-100.0,Approved
1774,2025-05-28,C1603,S1,,,Pending
1775,2025-11-26,C1484,S14,South,1922.0,approved
1776,2025-06-14,C874,S90,West,,Pending
1777,2025-11-29,C967,S465,East,,Pending
1778,2025-07-22,C2365,S3,East,-100.0,Cancelled
1779,2025-06-21,C2444,S432,South,-100.0,Pending
1780,2025-01-17,C48,S51,East,-100.0,approved
1781,2025-04-15,C1135,S435,,1073.0,approved
1782,2025-10-09,C903,S116,South,3323.0,PENDING
1783,2025-08-25,C1637,S37,South,-100.0,Pending
1784,2025-04-10,C1951,S363,North,,approved
1785,2025-10-18,C1669,S240,North,2306.0,Approved
1786,2025-01-10,C1115,S10,South,-100.0,PENDING
1787,2025-04-20,C508,S544,North,,Approved
1788,2025-11-27,C1266,S235,East,,Pending
1789,2025-07-31,C2192,S258,East,-100.0,approved
1790,2025-04-12,C205,S544,,,approved
1791,2025-05-18,C2100,S413,East,3780.0,Approved
1792,2025-01-17,C768,S496,East,722.0,Cancelled
1793,2025-12-06,C1735,S310,South,-100.0,Cancelled
1794,2025-10-15,C1579,S436,East,-100.0,Approved
1795,2025-03-03,C922,S355,North,3564.0,Pending
1796,2025-10-28,C2356,S313,East,,
1797,2025-05-26,C729,S460,South,2091.0,
1798,2025-05-21,C1325,S517,,3009.0,PENDING
1799,2025-12-06,C494,S407,North,,approved
1800,2025-06-17,C2059,S594,North,3743.0,Pending
1801,2025-04-25,C1998,S82,North,-100.0,Cancelled
1802,2025-12-12,C964,S591,,-100.0,approved
1803,2025-12-07,C2994,S434,North,,approved
1804,2025-11-08,C1068,S162,East,-100.0,Cancelled
1805,2025-05-28,C2542,S158,,-100.0,Approved
1806,2025-01-31,C2394,S47,East,4562.0,Cancelled
1807,2025-08-28,C605,S131,South,,approved
1808,2025-08-10,C1597,S77,East,2044.0,PENDING
1809,2025-01-30,C613,S338,South,-100.0,PENDING
1810,2025-09-06,C1204,S92,,-100.0,Cancelled
1811,2025-08-10,C2224,S321,,1398.0,Approved
1812,2025-08-02,C1730,S202,,3428.0,Approved
1813,2025-06-10,C1867,S516,South,,Cancelled
1814,2025-04-01,C1390,S222,,3965.0,Pending
1815,2025-11-09,C1534,S165,,4319.0,
1816,2025-05-26,C2740,S256,East,,Cancelled
1817,2025-06-13,C1662,S375,East,-100.0,Cancelled
1818,2025-07-22,C2257,S195,East,1278.0,PENDING
1819,2025-06-02,C305,S297,South,2754.0,PENDING
1820,2025-03-03,C243,S227,North,,Cancelled
1821,2025-06-21,C2148,S574,South,,approved
1822,2025-03-21,C1853,S423,,-100.0,approved
1823,2025-07-29,C2803,S85,West,,
1824,2025-05-25,C2380,S392,North,,Cancelled
1825,2025-04-21,C1893,S230,South,,PENDING
1826,2025-04-09,C1652,S41,North,1776.0,
1827,2025-12-06,C1058,S433,,,Cancelled
1828,2025-08-03,C1422,S469,North,-100.0,
1829,2025-07-31,C2125,S382,South,-100.0,Pending
1830,2025-01-30,C373,S151,South,-100.0,approved
1831,2025-03-03,C1873,S40,North,-100.0,approved
1832,2025-02-02,C764,S549,,1228.0,Pending
1833,2025-11-22,C2761,S557,East,-100.0,
1834,2025-08-16,C2149,S106,North,827.0,Cancelled
1835,2025-07-07,C587,S277,East,-100.0,approved
1836,2025-02-23,C1733,S245,East,4207.0,Pending
1837,2025-12-20,C1527,S251,,4745.0,Pending
1838,2025-03-16,C528,S110,North,-100.0,PENDING
1839,2025-05-06,C2051,S39,,-100.0,Cancelled
1840,2025-05-24,C420,,East,2872.0,Pending
1841,2025-04-09,C2835,S327,West,-100.0,Pending
1842,2025-10-25,C1304,S384,South,,Pending
1843,2025-11-29,C765,S173,North,-100.0,Approved
1844,2025-09-22,C228,S55,East,3479.0,Cancelled
1845,2025-01-02,C724,S183,North,,
1846,2025-11-26,C353,S141,,1514.0,Cancelled
1847,2025-09-29,C2286,S470,West,-100.0,Pending
1848,2025-09-12,C818,S505,South,725.0,
1849,2025-12-20,C2500,S150,,-100.0,approved
1850,2025-05-02,C2368,S588,,-100.0,PENDING
1851,2025-01-07,C1669,S398,East,827.0,Approved
1852,2025-03-14,C1132,S9,South,-100.0,approved
1853,invalid_date,C1587,S215,,,approved
1854,2025-04-03,C1582,S99,,3028.0,Pending
1855,2025-12-30,C446,S312,East,,
1856,2025-03-02,C2588,S513,South,-100.0,PENDING
1857,2025-01-03,C2965,S268,West,,PENDING
1858,invalid_date,C163,S391,North,,Cancelled
1859,2025-09-18,C1253,S345,North,722.0,Pending
1860,2025-05-29,C697,S86,West,-100.0,approved
1861,2025-05-04,C30,S217,South,1022.0,Pending
1862,2025-05-01,C1147,S248,North,,PENDING
1863,2025-02-13,C1480,S359,East,,Pending
1864,2025-08-24,C1420,S358,West,-100.0,Pending
1865,2025-10-17,C298,S266,South,2773.0,Cancelled
1866,2025-08-18,C298,S202,West,-100.0,Pending
1867,2025-02-26,C2426,S280,North,915.0,approved
1868,2025-10-29,C1386,S214,East,1234.0,PENDING
1869,2025-01-02,C2728,S377,South,,Approved
1870,2025-05-08,C220,S561,North,-100.0,
1871,invalid_date,C2452,S161,East,-100.0,
1872,2025-07-28,C507,S334,West,-100.0,
1873,2025-05-09,C2019,S17,,2332.0,approved
1874,2025-09-30,C2824,S346,North,,PENDING
1875,2025-12-29,C466,S317,East,3617.0,Approved
1876,2025-09-05,C349,S239,South,4092.0,
1877,2025-11-26,C2404,S384,,-100.0,Approved
1878,2025-01-06,C1594,S230,East,-100.0,Pending
1879,2025-07-18,C1748,S418,West,,approved
1880,2025-12-05,C2237,S305,East,4331.0,Pending
1881,2025-01-07,C2074,S148,North,,Pending
1882,2025-09-11,C1152,S80,South,,Cancelled
1883,2025-01-20,C2413,S500,North,-100.0,Pending
1884,2025-05-15,C872,S500,South,,approved
1885,2025-07-28,C2949,S207,North,,Approved
1886,2025-04-29,C2009,S69,North,3056.0,Pending
1887,2025-10-17,C2513,S291,,-100.0,PENDING
1888,2025-05-10,C202,S547,,-100.0,approved
1889,2025-01-10,C1688,S405,,,Cancelled
1890,invalid_date,C1928,S296,North,4933.0,Cancelled
1891,2025-06-28,C698,S116,,,
1892,2025-02-18,C2184,S210,,540.0,
1893,2025-05-07,C787,S245,North,-100.0,Pending
1894,2025-04-19,C1104,S108,West,-100.0,approved
1895,2025-11-26,C1480,S454,South,3730.0,approved
1896,2025-04-13,C2844,S395,,-100.0,Approved
1897,2025-10-23,C2432,S347,West,,PENDING
1898,2025-10-23,C816,S506,West,,approved
1899,2025-02-04,C2580,S344,,1691.0,PENDING
1900,2025-09-18,C1869,S581,North,,Cancelled
1901,2025-11-17,C1137,S526,,1071.0,Pending
1902,2025-06-29,C1258,S344,West,-100.0,approved
1903,2025-12-07,C8,S317,North,2114.0,
1904,2025-04-06,C425,S320,North,,Approved
1905,2025-01-02,C2253,S527,North,2978.0,Cancelled
1906,2025-09-23,C638,S285,North,-100.0,Pending
1907,2025-05-15,C2628,S408,East,,Cancelled
1908,2025-02-07,C2578,S45,West,-100.0,
1909,2025-06-02,C943,S387,East,,Approved
1910,2025-09-03,C1544,S442,,3867.0,
1911,2025-09-11,C2645,S75,West,-100.0,
1912,2025-04-09,C178,S146,North,-100.0,
1913,2025-12-29,C2569,S87,North,3341.0,Cancelled
1914,2025-04-25,C2838,S496,South,-100.0,PENDING
1915,2025-02-21,C2436,S285,East,-100.0,
1916,2025-07-24,C2298,S457,South,,Cancelled
1917,2025-09-21,C1999,S514,South,-100.0,Approved
1918,2025-04-09,C1750,S195,East,-100.0,PENDING
1919,2025-05-02,C1878,S574,East,-100.0,
1919,2025-07-19,C2006,S421,North,-100.0,Approved
1921,2025-01-27,C454,S269,East,,
1922,2025-07-12,C2551,S437,East,4315.0,Pending
1923,2025-07-23,C564,S153,,-100.0,approved
1924,2025-06-10,C1170,S205,West,-100.0,PENDING
1925,2025-12-26,C1698,S148,North,-100.0,Approved
1926,2025-02-26,C1028,S309,South,1439.0,Pending
1927,2025-01-25,C203,S451,South,-100.0,Pending
1928,2025-12-27,C1272,S282,East,4376.0,Approved
1929,2025-05-16,C612,S134,West,,Approved
1930,2025-08-31,C974,S127,East,,approved
1931,2025-03-02,C164,S157,South,-100.0,Approved
1932,2025-02-10,C1308,S199,South,4337.0,PENDING
1933,2025-07-04,C571,S332,West,,
1934,2025-05-23,C610,S288,West,2179.0,approved
1935,2025-10-27,C1690,S579,West,,Pending
1936,2025-10-17,C827,S216,,-100.0,Pending
1937,2025-07-30,C2856,S298,,-100.0,approved
1938,2025-08-02,C986,S366,North,,
1939,2025-07-19,C2672,S199,,3670.0,
1940,2025-10-03,C921,S109,East,3198.0,
1941,2025-11-10,C2331,S273,South,,approved
1942,2025-06-06,C169,S84,,-100.0,approved
1943,2025-06-18,C1351,S93,North,-100.0,
1944,2025-03-04,C178,S538,East,847.0,
1945,2025-12-22,C2452,S195,,-100.0,PENDING
1946,2025-11-24,C973,S489,East,,Cancelled
1947,2025-01-05,C2315,S195,South,,Cancelled
1948,2025-02-18,C1558,S529,South,-100.0,PENDING
1949,2025-07-29,C1767,S451,South,-100.0,Approved
1950,2025-05-13,C351,S211,,-100.0,
1951,2025-08-27,C2048,S360,North,,Pending
1952,2025-07-24,C1576,S410,,,
1953,2025-01-17,C688,S316,South,,Cancelled
1954,2025-07-04,C810,S429,,,Approved
1955,2025-02-26,C1186,S572,,-100.0,Approved
1956,2025-02-16,C1787,S283,North,-100.0,Pending
1957,2025-10-27,C1538,S449,West,,
1958,2025-04-12,C1486,S91,,,
1959,2025-07-21,C1751,S275,,3252.0,PENDING
1960,2025-09-27,C2211,S530,North,1148.0,Approved
1961,2025-08-18,C177,S27,East,4836.0,Pending
1962,2025-06-25,C970,S301,,,
1963,2025-08-07,C581,S386,,552.0,approved
1964,2025-06-02,C163,S39,East,2413.0,Pending
1965,2025-06-22,C590,S328,South,2466.0,Pending
1966,2025-11-09,C1684,S409,South,,Pending
1967,2025-10-02,C1932,S9,East,-100.0,approved
1968,invalid_date,C1249,S595,South,-100.0,PENDING
1969,2025-02-25,C1650,S139,East,2004.0,Pending
1970,2025-04-27,C319,S43,South,-100.0,Cancelled
1971,2025-10-17,C1948,S490,South,-100.0,
1972,2025-06-25,C2581,S543,South,,Pending
1973,2025-05-21,C1010,S182,,,PENDING
1974,2025-06-03,C1836,S426,,-100.0,PENDING
1975,2025-06-03,C82,S178,West,977.0,Approved
1976,2025-04-01,C87,S211,West,,PENDING
1977,2025-02-12,C1050,S511,North,-100.0,
1978,invalid_date,C1549,S370,,,Approved
1979,2025-01-30,C454,S130,West,,Pending
1980,2025-07-03,C1706,S348,East,4758.0,
1981,2025-06-12,C635,S273,West,3994.0,Pending
1982,2025-07-15,C2791,S102,,,PENDING
1983,2025-10-01,C1490,S83,,-100.0,PENDING
1984,2025-12-26,C268,S8,South,,Approved
1985,2025-03-03,C2307,S321,North,-100.0,Approved
1986,2025-09-27,C338,S338,,4932.0,approved
1987,2025-03-10,C2603,S261,,-100.0,Cancelled
1988,2025-08-07,C2119,S243,,1487.0,
1989,2025-12-24,C1241,S88,,680.0,
1990,invalid_date,C2350,S161,,-100.0,Cancelled
1991,2025-08-06,C32,S348,,-100.0,
1992,2025-12-08,C2804,S169,West,-100.0,approved
1993,2025-04-22,C198,S97,,-100.0,Approved
1994,2025-02-06,C782,S75,South,2979.0,approved
1995,2025-03-29,C1790,S558,South,2277.0,PENDING
1996,2025-08-07,C1231,S110,South,-100.0,Pending
1997,2025-04-25,C661,S116,West,,PENDING
1998,2025-04-03,C856,S458,South,-100.0,Pending
1999,2025-09-23,C584,S400,South,,Approved
2000,2025-10-13,C1858,S482,,-100.0,PENDING
2001,2025-04-01,C2413,S214,East,2247.0,approved
2002,2025-08-16,C1595,S358,,,approved
2003,2025-08-11,C1667,S130,North,,Pending
2004,2025-04-26,C324,S177,East,1023.0,PENDING
2005,2025-07-12,C346,S78,,,approved
2006,2025-06-16,C836,S276,West,,Cancelled
2007,2025-10-14,C2945,S12,East,4475.0,PENDING
2008,2025-01-06,C342,S117,North,2608.0,
2009,2025-03-13,C2629,S592,West,-100.0,Approved
2010,2025-10-19,C559,S385,South,1430.0,PENDING
2011,2025-03-12,C305,S426,South,,Approved
2012,2025-08-09,C2493,S509,West,,Pending
2013,2025-01-17,C427,S28,East,4665.0,approved
2014,2025-01-15,C1768,S98,North,2502.0,approved
2014,2025-10-08,C1891,S553,,2223.0,Pending
2016,2025-08-22,C376,S213,,-100.0,Pending
2017,2026-01-01,C1089,S327,,-100.0,PENDING
2018,2025-02-26,C2311,S156,West,-100.0,approved
2019,2025-12-08,C2663,S155,North,,Approved
2020,2025-12-20,C2904,S471,South,1768.0,Pending
2021,2025-10-25,C1394,S34,East,-100.0,approved
2022,2025-06-17,C2212,S533,North,4156.0,Approved
2023,2025-06-22,C2522,S447,North,-100.0,approved
2024,2025-09-04,C1365,S563,South,-100.0,
2025,2025-01-07,C366,S50,East,-100.0,Cancelled
2026,2025-04-02,C730,S378,South,3488.0,Approved
2027,2025-08-23,C591,S275,South,4214.0,
2028,2025-01-28,C373,S443,West,,Approved
2029,2025-02-28,C726,S534,West,,
2030,2025-04-15,C2058,S18,South,-100.0,approved
2031,2025-10-30,C308,S569,,-100.0,approved
2032,2025-01-02,C2296,S327,North,,PENDING
2033,2025-05-26,C249,S374,West,-100.0,PENDING
2034,2025-10-17,C1035,S127,West,,approved
2035,2025-07-09,C701,S14,East,,Approved
2036,2025-07-07,C2059,S199,West,,PENDING
2037,2025-06-16,C1154,S567,East,,Cancelled
2038,2025-04-05,C2524,S435,South,-100.0,
2039,2025-09-03,C616,S207,North,-100.0,approved
2040,2025-01-06,C2232,S485,South,4658.0,approved
2041,invalid_date,C1633,S541,South,-100.0,Pending
2042,2025-11-28,C2529,S367,East,3456.0,Approved
2043,2025-11-24,C2811,S107,West,2174.0,
2044,2025-07-19,C2666,S145,East,,Cancelled
2045,2025-10-31,C561,S30,North,-100.0,PENDING
2046,2025-05-23,C1951,S439,West,-100.0,
2047,2025-08-20,C1694,S558,South,-100.0,approved
2048,2025-06-17,C2690,S547,North,,Cancelled
2049,2025-03-02,C682,S506,,,
2050,2025-01-27,C475,S259,,-100.0,Pending
2051,2025-12-03,C1535,S102,North,2035.0,PENDING
2052,2025-04-09,C1839,S599,South,,approved
2053,2025-04-03,C809,S118,,4691.0,approved
2054,2025-04-12,C1911,S118,South,,PENDING
2055,2025-02-03,C909,S530,West,3994.0,approved
2056,2025-12-01,C2394,S87,North,-100.0,Approved
2057,2025-01-18,C387,S331,East,4527.0,
2058,invalid_date,C2267,S322,East,605.0,approved
2059,2025-04-14,C2980,S46,North,,Cancelled
2060,2025-02-20,C132,S534,South,,Cancelled
2061,2025-08-14,C307,S153,South,4432.0,Pending
2062,2025-01-01,C621,S164,West,2471.0,approved
2063,2025-09-21,C150,S30,South,-100.0,Pending
2064,2025-05-16,C131,S213,West,,
2065,2025-04-20,C638,S493,East,,Pending
2066,2025-12-01,C2825,S238,,,approved
2067,2025-05-01,C32,S92,,-100.0,Cancelled
2068,2025-07-12,C980,S94,,,Approved
2069,2025-12-10,C1440,S559,East,-100.0,Pending
2070,2025-05-26,C1622,S44,South,628.0,Cancelled
2071,2025-10-19,C120,S588,North,796.0,approved
2072,2025-04-26,C1598,S550,North,-100.0,approved
2073,2025-08-29,C484,S122,South,2318.0,
2074,2025-04-19,C2667,S522,South,4599.0,approved
2075,2025-10-23,C962,S46,North,-100.0,PENDING
2076,2025-08-21,C2189,S343,West,3844.0,Approved
2077,2025-08-27,C1791,S152,North,,approved
2078,2025-02-09,C2935,S46,North,-100.0,Pending
2079,2025-05-12,C2176,S10,North,-100.0,Approved
2080,2025-06-30,C1489,S377,West,2010.0,Cancelled
2081,2025-01-09,C1209,S128,South,3427.0,approved
2082,2025-09-30,C1807,S213,,1799.0,approved
2083,2025-02-18,C617,S235,East,-100.0,Pending
2084,2025-01-09,C1479,S202,South,3717.0,Cancelled
2085,2025-05-09,C863,S19,South,1922.0,Pending
2086,2025-03-12,C193,S491,South,,
2087,2025-01-31,C1819,S496,,,
2088,2026-01-01,C1193,S170,,,approved
2089,2025-01-13,C1955,S262,West,-100.0,approved
2090,2025-05-20,C673,S74,East,,
2091,2025-11-27,C94,S415,,,approved
2092,2025-01-19,C1486,S212,North,-100.0,Approved
2093,2025-02-21,C1499,S207,West,,Approved
2094,2025-01-09,C1306,S45,South,-100.0,PENDING
2095,2025-06-28,C1907,S202,West,1540.0,Cancelled
2095,2025-08-28,C2525,S519,,4536.0,PENDING
2097,invalid_date,C986,S113,North,-100.0,Cancelled
2098,2025-04-22,C1645,S371,East,,
2099,2025-05-01,C1760,S355,,-100.0,Cancelled
2100,2025-10-08,C9,S467,East,,PENDING
2101,2025-01-03,C2906,S180,East,,approved
2102,2025-11-26,C1437,S295,West,-100.0,Pending
2103,2025-04-25,C1461,S376,,,Pending
2104,2025-03-24,C2915,S125,South,4534.0,Pending
2105,2025-02-21,C454,S588,North,2310.0,Approved
2106,2025-06-23,C1305,S361,West,-100.0,PENDING
2107,2025-11-20,C422,S138,,-100.0,Cancelled
2108,2025-08-03,C2455,S404,North,3150.0,Approved
2109,2025-06-24,C38,S549,West,,
2110,2025-10-29,C1964,S516,North,,Pending
2111,2025-06-06,C231,S433,West,-100.0,Cancelled
2112,2025-01-18,C1916,S471,,1675.0,approved
2113,2025-06-13,C2437,S323,East,2013.0,Pending
2114,2025-02-10,C1853,S86,South,,Pending
2115,2025-05-10,C1715,S169,North,885.0,Approved
2115,2025-08-13,C100,S306,East,-100.0,Pending
2117,2025-03-22,C1657,S344,West,2956.0,PENDING
2118,2025-11-22,C1332,S26,West,4381.0,Pending
2119,2025-09-04,C818,S524,,2642.0,Pending
2120,2025-10-20,C424,S231,North,-100.0,Pending
2121,2025-01-06,C704,S373,South,,Approved
2122,2025-08-08,C197,S556,,2397.0,Approved
2123,2025-12-01,C2843,S290,North,4676.0,
2124,2025-12-28,C1932,S432,,,Cancelled
2125,2025-08-18,C2451,S200,South,-100.0,Pending
2126,2025-08-15,C493,S396,South,-100.0,approved
2127,2025-01-12,C2084,S171,West,,
2128,2025-03-02,C171,S357,North,-100.0,Cancelled
2129,2025-04-05,C141,S520,South,2502.0,
2130,2025-09-07,C1772,S146,South,2512.0,Cancelled
2131,2025-11-24,C2699,S491,,1636.0,
2132,2025-09-24,C1217,S492,South,,Approved
2133,2025-12-20,C1796,S438,,,Pending
2134,2025-07-29,C795,S263,,-100.0,PENDING
2135,2025-06-17,C1212,S518,West,4797.0,PENDING
2135,2025-03-08,C2102,S202,South,,Cancelled
2137,2025-07-17,C572,S219,East,2128.0,PENDING
2138,2025-03-15,C2637,S336,North,1505.0,Approved
2139,2025-10-05,C1952,S143,North,,Pending
2140,2025-10-17,C1671,S307,North,4455.0,PENDING
2141,2025-11-06,C2936,S322,South,,approved
2142,2025-06-13,C601,S274,North,,
2143,2025-03-29,C2671,S194,West,,approved
2144,2025-01-14,C425,S127,,4017.0,PENDING
2145,2025-10-09,C1873,S582,West,1105.0,PENDING
2146,2025-12-20,C193,S175,South,-100.0,approved
2147,2025-10-01,C990,S516,South,,approved
2148,2025-07-28,C917,S270,North,-100.0,Pending
2149,2025-12-11,C2875,S200,West,-100.0,Approved
2150,2025-10-05,C2701,S398,,2786.0,
2151,2025-05-27,C2964,S307,South,,Approved
2152,2025-04-04,C2569,S207,,-100.0,PENDING
2153,2025-06-11,C2466,S595,West,,PENDING
2154,2025-12-16,C1024,S165,East,-100.0,PENDING
2155,2025-04-13,C1129,S88,,,Cancelled
2156,2025-08-25,C2972,S167,North,-100.0,Pending
2157,2025-08-25,C1652,S56,West,4684.0,Pending
2158,2025-07-21,C1007,S10,North,,PENDING
2159,2025-05-05,C163,S120,North,,approved
2160,2025-04-17,C2804,S76,,2787.0,Pending
2161,2025-04-29,C1997,S185,East,-100.0,
2162,2025-01-11,C2373,S232,,-100.0,
2163,2025-08-08,C1241,S486,North,,Cancelled
2164,2025-12-11,C2764,S390,East,4306.0,Approved
2165,2025-05-15,C2079,S77,East,1403.0,approved
2166,2025-03-05,C7,S274,,,PENDING
2167,2025-11-14,C2552,S123,East,,PENDING
2168,2025-10-05,C1227,S508,,-100.0,
2169,2025-07-22,C746,S403,East,-100.0,approved
2170,2025-04-27,C423,S168,North,938.0,Approved
2171,2025-01-26,C388,S225,North,-100.0,Approved
2172,2025-10-15,C1766,S79,West,-100.0,approved
2173,2025-08-16,C1993,S396,West,4487.0,Approved
2174,2025-08-01,C1556,S181,South,-100.0,Pending
2175,2025-01-02,C1902,S109,,3759.0,Approved
2176,2025-07-31,C2243,S47,North,,approved
