customer_id,customer_name,customer_type,city,state,loyalty_tier
C2016,Customer_C2016,Wholesale,Nan,Delhi,NAN
C2159,Customer_C2159,Wholesale,Delhi,Delhi,SILVER
C2341,Customer_C2341,Wholesale,Bangalore,Karnataka,GOLD
C1754,Customer_C1754,Retail,Nan,Maharashtra,BRONZE
C3559,Customer_C3559,Retail,Kolkata,Karnataka,GOLD
C2769,Customer_C2769,Retail,Nan,Karnataka,NAN
C2542,Customer_C2542,Retail,Delhi,Karnataka,BRONZE
C2040,Customer_C2040,Nan,Mumbai,West Bengal,GOLD
C812,Customer_C812,Retail,Nan,Karnataka,SILVER
C3405,Customer_C3405,Wholesale,Nan,Delhi,SILVER
C270,Customer_C270,Wholesale,Delhi,West Bengal,NAN
C5528,Customer_C5528,Retail,Kolkata,Maharashtra,GOLD
C2207,Customer_C2207,Retail,Nan,Delhi,BRONZE
C477,Customer_C477,Wholesale,Delhi,West Bengal,SILVER
C3585,Customer_C3585,Wholesale,Kolkata,West Bengal,BRONZE
C1959,Customer_C1959,Retail,Mumbai,Maharashtra,SILVER
C175,Customer_C175,Nan,Delhi,Delhi,BRONZE
C4402,Customer_C4402,Wholesale,Mumbai,Maharashtra,SILVER
C1233,Customer_C1233,Nan,Nan,Delhi,GOLD
C5510,Customer_C5510,Nan,Mumbai,Delhi,BRONZE
C45,Customer_C45,Nan,Mumbai,Karnataka,NAN
C4699,Customer_C4699,Wholesale,Nan,Karnataka,SILVER
C2332,Customer_C2332,Retail,Nan,West Bengal,BRONZE
C1329,Customer_C1329,Retail,Nan,Delhi,GOLD
C4044,Customer_C4044,Wholesale,Mumbai,West Bengal,NAN
C5384,Customer_C5384,Retail,Delhi,Karnataka,SILVER
C3662,Customer_C3662,Retail,Bangalore,Maharashtra,SILVER
C3698,Customer_C3698,Nan,Delhi,Maharashtra,GOLD
C4427,Customer_C4427,Nan,Nan,Maharashtra,SILVER
C485,Customer_C485,Nan,Nan,Delhi,GOLD
C3145,Customer_C3145,Wholesale,Kolkata,Maharashtra,GOLD
C5817,Customer_C5817,Wholesale,Bangalore,Maharashtra,NAN
C4816,Customer_C4816,Wholesale,Mumbai,Maharashtra,SILVER
C4634,Customer_C4634,Wholesale,Nan,Karnataka,BRONZE
C2140,Customer_C2140,Retail,Bangalore,West Bengal,GOLD
C855,Customer_C855,Wholesale,Bangalore,Delhi,SILVER
C3449,Customer_C3449,Retail,Delhi,Karnataka,GOLD
C4543,Customer_C4543,Retail,Delhi,Delhi,SILVER
C5554,Customer_C5554,Nan,Mumbai,Maharashtra,SILVER
C322,Customer_C322,Nan,Kolkata,Karnataka,GOLD
C518,Customer_C518,Wholesale,Mumbai,Delhi,SILVER
C1126,Customer_C1126,Wholesale,Delhi,Karnataka,GOLD
C3410,Customer_C3410,Wholesale,Bangalore,West Bengal,SILVER
C3792,Customer_C3792,Wholesale,Bangalore,Maharashtra,SILVER
C3193,Customer_C3193,Nan,Kolkata,Delhi,SILVER
C3836,Customer_C3836,Wholesale,Bangalore,Maharashtra,NAN
C4050,Customer_C4050,Retail,Bangalore,Karnataka,BRONZE
C2998,Customer_C2998,Nan,Bangalore,Maharashtra,GOLD
C5970,Customer_C5970,Nan,Bangalore,West Bengal,BRONZE
C5870,Customer_C5870,Wholesale,Delhi,West Bengal,SILVER
C5942,Customer_C5942,Wholesale,Nan,West Bengal,SILVER
C1780,Customer_C1780,Nan,Bangalore,West Bengal,GOLD
C1736,Customer_C1736,Wholesale,Delhi,Karnataka,SILVER
C2206,Customer_C2206,Nan,Delhi,West Bengal,GOLD
C3806,Customer_C3806,Nan,Delhi,Karnataka,GOLD
C5844,Customer_C5844,Nan,Kolkata,Delhi,SILVER
C5772,Customer_C5772,Nan,Mumbai,Delhi,GOLD
C3114,Customer_C3114,Retail,Mumbai,Karnataka,BRONZE
C4784,Customer_C4784,Retail,Delhi,Karnataka,BRONZE
C1815,Customer_C1815,Retail,Delhi,Karnataka,SILVER
C1196,Customer_C1196,Nan,Delhi,Karnataka,NAN
C1247,Customer_C1247,Retail,Kolkata,West Bengal,SILVER
C1913,Customer_C1913,Nan,Mumbai,West Bengal,SILVER
C4865,Customer_C4865,Retail,Nan,Karnataka,GOLD
C1923,Customer_C1923,Nan,Kolkata,Maharashtra,SILVER
C5915,Customer_C5915,Retail,Bangalore,Delhi,SILVER
C4670,Customer_C4670,Nan,Bangalore,Karnataka,SILVER
C2281,Customer_C2281,Retail,Mumbai,Karnataka,GOLD
C2569,Customer_C2569,Retail,Mumbai,West Bengal,SILVER
C2520,Customer_C2520,Retail,Kolkata,Maharashtra,SILVER
C4087,Customer_C4087,Retail,Mumbai,West Bengal,GOLD
C3,Customer_C3,Wholesale,Delhi,Maharashtra,GOLD
C2596,Customer_C2596,Nan,Nan,Maharashtra,SILVER
C4563,Customer_C4563,Nan,Kolkata,Maharashtra,NAN
C1745,Customer_C1745,Retail,Kolkata,West Bengal,SILVER
C4254,Customer_C4254,Nan,Kolkata,Maharashtra,BRONZE
C246,Customer_C246,Nan,Kolkata,Delhi,GOLD
C5219,Customer_C5219,Wholesale,Mumbai,West Bengal,BRONZE
C3587,Customer_C3587,Nan,Delhi,West Bengal,NAN
C1037,Customer_C1037,Nan,Mumbai,Delhi,GOLD
C2075,Customer_C2075,Nan,Delhi,Maharashtra,BRONZE
C2930,Customer_C2930,Nan,Mumbai,Karnataka,NAN
C5743,Customer_C5743,Nan,Delhi,Delhi,SILVER
C5734,Customer_C5734,Wholesale,Nan,Karnataka,GOLD
C2324,Customer_C2324,Nan,Kolkata,Maharashtra,BRONZE
C429,Customer_C429,Wholesale,Nan,West Bengal,SILVER
C441,Customer_C441,Retail,Mumbai,Karnataka,SILVER
C297,Customer_C297,Nan,Mumbai,Maharashtra,GOLD
C155,Customer_C155,Nan,Kolkata,Maharashtra,GOLD
C5419,Customer_C5419,Retail,Mumbai,West Bengal,SILVER
C2349,Customer_C2349,Retail,Bangalore,Delhi,SILVER
C198,Customer_C198,Retail,Kolkata,Maharashtra,SILVER
C4477,Customer_C4477,Nan,Mumbai,Maharashtra,SILVER
C727,Customer_C727,Nan,Mumbai,West Bengal,NAN
C111,Customer_C111,Wholesale,Delhi,Karnataka,GOLD
C4411,Customer_C4411,Nan,Mumbai,Karnataka,GOLD
C3558,Customer_C3558,Wholesale,Mumbai,Delhi,NAN
C1210,Customer_C1210,Retail,Mumbai,Delhi,SILVER
C1017,Customer_C1017,Nan,Nan,Delhi,BRONZE
C1649,Customer_C1649,Wholesale,Delhi,Karnataka,BRONZE
C2062,Customer_C2062,Wholesale,Mumbai,Karnataka,NAN
C4454,Customer_C4454,Nan,Nan,West Bengal,GOLD
C3335,Customer_C3335,Nan,Nan,Delhi,GOLD
C3919,Customer_C3919,Nan,Kolkata,West Bengal,NAN
C2193,Customer_C2193,Retail,Bangalore,Maharashtra,BRONZE
C2187,Customer_C2187,Nan,Bangalore,Delhi,GOLD
C4933,Customer_C4933,Retail,Kolkata,Karnataka,GOLD
C4510,Customer_C4510,Nan,Nan,Maharashtra,GOLD
C1925,Customer_C1925,Wholesale,Nan,Karnataka,SILVER
C1119,Customer_C1119,Nan,Kolkata,Delhi,SILVER
C1846,Customer_C1846,Wholesale,Nan,West Bengal,GOLD
C5210,Customer_C5210,Retail,Kolkata,Karnataka,GOLD
C1107,Customer_C1107,Retail,Mumbai,West Bengal,NAN
C1234,Customer_C1234,Retail,Kolkata,Delhi,GOLD
C2692,Customer_C2692,Wholesale,Bangalore,West Bengal,SILVER
C4395,Customer_C4395,Wholesale,Kolkata,West Bengal,GOLD
C1639,Customer_C1639,Retail,Delhi,Maharashtra,SILVER
C2202,Customer_C2202,Nan,Bangalore,Karnataka,BRONZE
C5661,Customer_C5661,Nan,Nan,Delhi,SILVER
C2809,Customer_C2809,Retail,Nan,Delhi,SILVER
C5618,Customer_C5618,Nan,Delhi,Maharashtra,BRONZE
C3104,Customer_C3104,Retail,Mumbai,Karnataka,BRONZE
C4018,Customer_C4018,Nan,Kolkata,Maharashtra,SILVER
C4625,Customer_C4625,Wholesale,Bangalore,Delhi,SILVER
C5539,Customer_C5539,Nan,Kolkata,Maharashtra,GOLD
C3246,Customer_C3246,Nan,Mumbai,Maharashtra,NAN
C3427,Customer_C3427,Retail,Bangalore,Delhi,NAN
C5610,Customer_C5610,Retail,Nan,Karnataka,GOLD
C3297,Customer_C3297,Nan,Kolkata,Maharashtra,SILVER
C4093,Customer_C4093,Wholesale,Bangalore,West Bengal,NAN
C4282,Customer_C4282,Wholesale,Delhi,West Bengal,NAN
C2323,Customer_C2323,Wholesale,Delhi,Delhi,BRONZE
C3931,Customer_C3931,Retail,Nan,Maharashtra,GOLD
C1411,Customer_C1411,Retail,Mumbai,Maharashtra,GOLD
C5713,Customer_C5713,Retail,Mumbai,Delhi,NAN
C1086,Customer_C1086,Retail,Bangalore,Maharashtra,NAN
C3068,Customer_C3068,Nan,Bangalore,Delhi,NAN
C5480,Customer_C5480,Nan,Bangalore,Maharashtra,SILVER
C4868,Customer_C4868,Nan,Bangalore,Karnataka,GOLD
C4887,Customer_C4887,Nan,Bangalore,Delhi,NAN
C412,Customer_C412,Wholesale,Delhi,Delhi,BRONZE
C3880,Customer_C3880,Wholesale,Bangalore,West Bengal,BRONZE
C2940,Customer_C2940,Wholesale,Mumbai,Maharashtra,GOLD
C2258,Customer_C2258,Nan,Mumbai,Delhi,GOLD
C5923,Customer_C5923,Nan,Mumbai,Delhi,SILVER
C5106,Customer_C5106,Wholesale,Delhi,Delhi,SILVER
C2578,Customer_C2578,Nan,Nan,Delhi,BRONZE
C5747,Customer_C5747,Nan,Nan,Delhi,GOLD
C4321,Customer_C4321,Wholesale,Bangalore,Maharashtra,SILVER
C3324,Customer_C3324,Retail,Delhi,Delhi,SILVER
C3295,Customer_C3295,Retail,Nan,Delhi,BRONZE
C5683,Customer_C5683,Nan,Nan,West Bengal,SILVER
C707,Customer_C707,Nan,Delhi,West Bengal,BRONZE
C34,Customer_C34,Retail,Bangalore,Maharashtra,SILVER
C5396,Customer_C5396,Wholesale,Delhi,West Bengal,SILVER
C1051,Customer_C1051,Retail,Delhi,Karnataka,GOLD
C1708,Customer_C1708,Retail,Bangalore,Maharashtra,GOLD
C946,Customer_C946,Wholesale,Kolkata,Maharashtra,GOLD
C3663,Customer_C3663,Nan,Kolkata,Delhi,BRONZE
C4468,Customer_C4468,Wholesale,Mumbai,Maharashtra,SILVER
C3098,Customer_C3098,Nan,Nan,Maharashtra,NAN
C879,Customer_C879,Nan,Delhi,Delhi,BRONZE
C2763,Customer_C2763,Wholesale,Mumbai,West Bengal,GOLD
C3121,Customer_C3121,Wholesale,Delhi,Karnataka,BRONZE
C5911,Customer_C5911,Retail,Delhi,Delhi,GOLD
C4869,Customer_C4869,Wholesale,Kolkata,Delhi,GOLD
C5457,Customer_C5457,Nan,Nan,Delhi,NAN
C636,Customer_C636,Wholesale,Nan,Karnataka,SILVER
C2661,Customer_C2661,Retail,Delhi,Delhi,SILVER
C5282,Customer_C5282,Retail,Mumbai,Karnataka,SILVER
C1600,Customer_C1600,Retail,Kolkata,Karnataka,GOLD
C2138,Customer_C2138,Nan,Nan,West Bengal,SILVER
C1948,Customer_C1948,Wholesale,Mumbai,Delhi,GOLD
C3430,Customer_C3430,Retail,Bangalore,Maharashtra,NAN
C4696,Customer_C4696,Retail,Nan,Delhi,GOLD
C1677,Customer_C1677,Nan,Kolkata,Delhi,GOLD
C3379,Customer_C3379,Retail,Nan,Delhi,SILVER
C4130,Customer_C4130,Retail,Mumbai,Karnataka,BRONZE
C5119,Customer_C5119,Wholesale,Mumbai,Karnataka,GOLD
C4202,Customer_C4202,Nan,Nan,West Bengal,GOLD
C3413,Customer_C3413,Retail,Bangalore,Maharashtra,GOLD
C3543,Customer_C3543,Wholesale,Kolkata,Karnataka,SILVER
C5303,Customer_C5303,Retail,Kolkata,Karnataka,GOLD
C1627,Customer_C1627,Nan,Kolkata,Delhi,SILVER
C2803,Customer_C2803,Wholesale,Bangalore,West Bengal,BRONZE
C2009,Customer_C2009,Retail,Kolkata,Maharashtra,SILVER
C4773,Customer_C4773,Nan,Nan,Maharashtra,NAN
C2176,Customer_C2176,Nan,Delhi,West Bengal,SILVER
C877,Customer_C877,Retail,Mumbai,Karnataka,GOLD
C2419,Customer_C2419,Nan,Nan,Karnataka,GOLD
C3487,Customer_C3487,Wholesale,Bangalore,Delhi,GOLD
C1072,Customer_C1072,Wholesale,Delhi,Maharashtra,SILVER
C5301,Customer_C5301,Retail,Nan,West Bengal,SILVER
C2835,Customer_C2835,Retail,Delhi,Maharashtra,GOLD
C4512,Customer_C4512,Nan,Kolkata,Karnataka,NAN
C4257,Customer_C4257,Retail,Bangalore,West Bengal,BRONZE
C3568,Customer_C3568,Wholesale,Nan,Maharashtra,GOLD
C2115,Customer_C2115,Retail,Delhi,Delhi,NAN
C5488,Customer_C5488,Retail,Mumbai,Maharashtra,SILVER
C5293,Customer_C5293,Retail,Kolkata,Karnataka,SILVER
C878,Customer_C878,Retail,Delhi,West Bengal,BRONZE
C5496,Customer_C5496,Nan,Kolkata,West Bengal,GOLD
C478,Customer_C478,Retail,Delhi,Delhi,SILVER
C5616,Customer_C5616,Wholesale,Bangalore,West Bengal,SILVER
C3627,Customer_C3627,Wholesale,Kolkata,Karnataka,SILVER
C2437,Customer_C2437,Wholesale,Mumbai,West Bengal,NAN
C1195,Customer_C1195,Retail,Bangalore,Karnataka,BRONZE
C384,Customer_C384,Nan,Nan,West Bengal,BRONZE
C93,Customer_C93,Nan,Bangalore,Maharashtra,SILVER
C5151,Customer_C5151,Wholesale,Kolkata,Delhi,GOLD
C3363,Customer_C3363,Retail,Bangalore,Delhi,SILVER
C2039,Customer_C2039,Nan,Delhi,West Bengal,GOLD
C4835,Customer_C4835,Nan,Mumbai,West Bengal,BRONZE
C4877,Customer_C4877,Retail,Delhi,Karnataka,GOLD
C1498,Customer_C1498,Retail,Kolkata,Delhi,GOLD
C1229,Customer_C1229,Wholesale,Delhi,West Bengal,GOLD
C3113,Customer_C3113,Retail,Delhi,Delhi,GOLD
C2717,Customer_C2717,Nan,Delhi,Maharashtra,GOLD
C5643,Customer_C5643,Nan,Mumbai,Maharashtra,BRONZE
C4367,Customer_C4367,Wholesale,Delhi,Delhi,NAN
C1450,Customer_C1450,Retail,Kolkata,Maharashtra,BRONZE
C2712,Customer_C2712,Nan,Bangalore,Maharashtra,SILVER
C4308,Customer_C4308,Retail,Bangalore,Delhi,GOLD
C3414,Customer_C3414,Wholesale,Nan,Karnataka,GOLD
C563,Customer_C563,Retail,Mumbai,West Bengal,BRONZE
C3854,Customer_C3854,Retail,Mumbai,Delhi,SILVER
C5197,Customer_C5197,Wholesale,Kolkata,West Bengal,NAN
C1858,Customer_C1858,Nan,Bangalore,Karnataka,BRONZE
C2260,Customer_C2260,Wholesale,Mumbai,Karnataka,BRONZE
C2156,Customer_C2156,Retail,Mumbai,Delhi,NAN
C2337,Customer_C2337,Retail,Delhi,Karnataka,SILVER
C5008,Customer_C5008,Retail,Nan,West Bengal,GOLD
C5863,Customer_C5863,Nan,Delhi,Delhi,BRONZE
C2045,Customer_C2045,Retail,Kolkata,Maharashtra,SILVER
C5759,Customer_C5759,Nan,Kolkata,Delhi,SILVER
C2962,Customer_C2962,Retail,Kolkata,West Bengal,BRONZE
C5648,Customer_C5648,Wholesale,Kolkata,Delhi,SILVER
C4935,Customer_C4935,Nan,Mumbai,West Bengal,GOLD
C915,Customer_C915,Nan,Delhi,West Bengal,SILVER
C816,Customer_C816,Retail,Nan,Karnataka,GOLD
C3824,Customer_C3824,Nan,Delhi,Delhi,SILVER
C3862,Customer_C3862,Retail,Delhi,West Bengal,GOLD
C77,Customer_C77,Nan,Bangalore,West Bengal,GOLD
C2245,Customer_C2245,Retail,Delhi,Delhi,GOLD
C2533,Customer_C2533,Wholesale,Kolkata,Maharashtra,NAN
C912,Customer_C912,Retail,Kolkata,Karnataka,SILVER
C1070,Customer_C1070,Retail,Nan,Maharashtra,BRONZE
C2792,Customer_C2792,Nan,Nan,Karnataka,GOLD
C5313,Customer_C5313,Wholesale,Bangalore,West Bengal,SILVER
C2479,Customer_C2479,Retail,Delhi,Maharashtra,GOLD
C4278,Customer_C4278,Wholesale,Bangalore,Karnataka,GOLD
C5286,Customer_C5286,Retail,Bangalore,Maharashtra,GOLD
C2804,Customer_C2804,Nan,Nan,West Bengal,NAN
C734,Customer_C734,Nan,Nan,Delhi,BRONZE
C3275,Customer_C3275,Wholesale,Mumbai,Delhi,BRONZE
C2416,Customer_C2416,Wholesale,Mumbai,West Bengal,GOLD
C1592,Customer_C1592,Wholesale,Kolkata,West Bengal,SILVER
C862,Customer_C862,Retail,Bangalore,West Bengal,BRONZE
C189,Customer_C189,Retail,Bangalore,Delhi,GOLD
C4328,Customer_C4328,Retail,Kolkata,Karnataka,GOLD
C4879,Customer_C4879,Wholesale,Bangalore,Karnataka,GOLD
C1406,Customer_C1406,Nan,Mumbai,Karnataka,SILVER
C548,Customer_C548,Nan,Delhi,Karnataka,BRONZE
C196,Customer_C196,Nan,Kolkata,Delhi,GOLD
C5048,Customer_C5048,Wholesale,Bangalore,West Bengal,SILVER
C389,Customer_C389,Wholesale,Bangalore,Maharashtra,GOLD
C4450,Customer_C4450,Retail,Bangalore,Maharashtra,GOLD
C2026,Customer_C2026,Wholesale,Nan,West Bengal,GOLD
C3286,Customer_C3286,Retail,Mumbai,Maharashtra,BRONZE
C613,Customer_C613,Wholesale,Delhi,Karnataka,SILVER
C572,Customer_C572,Wholesale,Bangalore,West Bengal,GOLD
C1076,Customer_C1076,Nan,Kolkata,Delhi,GOLD
C326,Customer_C326,Nan,Kolkata,Maharashtra,NAN
C4987,Customer_C4987,Wholesale,Nan,West Bengal,SILVER
C4134,Customer_C4134,Retail,Nan,West Bengal,GOLD
C2658,Customer_C2658,Wholesale,Delhi,Karnataka,SILVER
C19,Customer_C19,Retail,Bangalore,Karnataka,SILVER
C3046,Customer_C3046,Retail,Bangalore,Maharashtra,BRONZE
C3264,Customer_C3264,Wholesale,Nan,West Bengal,SILVER
C1245,Customer_C1245,Retail,Kolkata,Delhi,BRONZE
C3493,Customer_C3493,Wholesale,Delhi,West Bengal,NAN
C4998,Customer_C4998,Wholesale,Kolkata,Karnataka,NAN
C1664,Customer_C1664,Nan,Mumbai,West Bengal,SILVER
C46,Customer_C46,Wholesale,Kolkata,West Bengal,GOLD
C4694,Customer_C4694,Wholesale,Nan,Delhi,GOLD
C2012,Customer_C2012,Nan,Bangalore,Delhi,SILVER
C4263,Customer_C4263,Nan,Kolkata,Delhi,GOLD
C769,Customer_C769,Nan,Bangalore,Maharashtra,SILVER
C5883,Customer_C5883,Retail,Kolkata,Maharashtra,SILVER
C1343,Customer_C1343,Wholesale,Bangalore,Delhi,GOLD
C5437,Customer_C5437,Wholesale,Delhi,Delhi,SILVER
C4966,Customer_C4966,Wholesale,Bangalore,Karnataka,BRONZE
C2442,Customer_C2442,Nan,Mumbai,Karnataka,GOLD
C88,Customer_C88,Nan,Bangalore,Delhi,GOLD
C3243,Customer_C3243,Wholesale,Delhi,Maharashtra,NAN
C4327,Customer_C4327,Retail,Bangalore,Maharashtra,GOLD
C973,Customer_C973,Retail,Delhi,Karnataka,SILVER
C3429,Customer_C3429,Retail,Kolkata,Delhi,SILVER
C3965,Customer_C3965,Wholesale,Kolkata,Karnataka,NAN
C5181,Customer_C5181,Nan,Bangalore,Delhi,NAN
C5560,Customer_C5560,Nan,Bangalore,Maharashtra,SILVER
C3741,Customer_C3741,Retail,Delhi,Maharashtra,GOLD
C5864,Customer_C5864,Wholesale,Delhi,Karnataka,GOLD
C94,Customer_C94,Wholesale,Mumbai,Karnataka,GOLD
C162,Customer_C162,Retail,Kolkata,Delhi,SILVER
C3634,Customer_C3634,Wholesale,Nan,Maharashtra,BRONZE
C3953,Customer_C3953,Nan,Nan,Maharashtra,GOLD
C4875,Customer_C4875,Wholesale,Nan,Karnataka,GOLD
C76,Customer_C76,Nan,Nan,Delhi,GOLD
C2776,Customer_C2776,Nan,Delhi,Karnataka,BRONZE
C824,Customer_C824,Wholesale,Nan,Delhi,GOLD
C1644,Customer_C1644,Nan,Bangalore,West Bengal,GOLD
C4210,Customer_C4210,Nan,Mumbai,Delhi,GOLD
C3007,Customer_C3007,Retail,Bangalore,Maharashtra,SILVER
C5157,Customer_C5157,Retail,Mumbai,Karnataka,GOLD
C2767,Customer_C2767,Nan,Kolkata,Maharashtra,GOLD
C3565,Customer_C3565,Nan,Mumbai,Karnataka,SILVER
C4221,Customer_C4221,Wholesale,Mumbai,Delhi,SILVER
C1173,Customer_C1173,Wholesale,Mumbai,Karnataka,SILVER
C1853,Customer_C1853,Retail,Bangalore,Maharashtra,SILVER
C5176,Customer_C5176,Nan,Mumbai,West Bengal,BRONZE
C909,Customer_C909,Wholesale,Delhi,Delhi,BRONZE
C1303,Customer_C1303,Retail,Bangalore,Delhi,NAN
C31,Customer_C31,Retail,Bangalore,Delhi,BRONZE
C5626,Customer_C5626,Retail,Mumbai,Maharashtra,GOLD
C4309,Customer_C4309,Nan,Kolkata,Maharashtra,SILVER
C3236,Customer_C3236,Nan,Mumbai,Delhi,NAN
C5066,Customer_C5066,Wholesale,Delhi,West Bengal,BRONZE
C2755,Customer_C2755,Wholesale,Mumbai,West Bengal,NAN
C4184,Customer_C4184,Nan,Kolkata,West Bengal,BRONZE
C5591,Customer_C5591,Retail,Bangalore,Delhi,SILVER
C3594,Customer_C3594,Retail,Delhi,Delhi,SILVER
C4912,Customer_C4912,Wholesale,Delhi,Maharashtra,BRONZE
C3382,Customer_C3382,Wholesale,Delhi,West Bengal,NAN
C2942,Customer_C2942,Nan,Mumbai,West Bengal,GOLD
C2983,Customer_C2983,Retail,Kolkata,Delhi,GOLD
C5674,Customer_C5674,Retail,Kolkata,Maharashtra,GOLD
C4680,Customer_C4680,Nan,Bangalore,Maharashtra,SILVER
C3185,Customer_C3185,Retail,Mumbai,West Bengal,SILVER
C5537,Customer_C5537,Nan,Bangalore,West Bengal,GOLD
C1311,Customer_C1311,Wholesale,Kolkata,Karnataka,SILVER
C3730,Customer_C3730,Wholesale,Bangalore,Maharashtra,BRONZE
C2146,Customer_C2146,Nan,Delhi,Delhi,SILVER
C2577,Customer_C2577,Wholesale,Nan,West Bengal,NAN
C4731,Customer_C4731,Retail,Nan,Karnataka,BRONZE
C2420,Customer_C2420,Retail,Delhi,West Bengal,BRONZE
C4980,Customer_C4980,Retail,Nan,Karnataka,GOLD
C576,Customer_C576,Wholesale,Mumbai,Maharashtra,BRONZE
C3013,Customer_C3013,Wholesale,Mumbai,West Bengal,GOLD
C2570,Customer_C2570,Wholesale,Kolkata,West Bengal,NAN
C4671,Customer_C4671,Wholesale,Mumbai,West Bengal,SILVER
C3311,Customer_C3311,Nan,Bangalore,Maharashtra,BRONZE
C2703,Customer_C2703,Retail,Nan,Maharashtra,GOLD
C5908,Customer_C5908,Wholesale,Kolkata,Delhi,BRONZE
C3271,Customer_C3271,Wholesale,Delhi,Karnataka,SILVER
C938,Customer_C938,Wholesale,Kolkata,Maharashtra,NAN
C3519,Customer_C3519,Retail,Kolkata,West Bengal,BRONZE
C2546,Customer_C2546,Wholesale,Delhi,West Bengal,SILVER
C4649,Customer_C4649,Retail,Kolkata,Delhi,NAN
C1047,Customer_C1047,Nan,Delhi,West Bengal,GOLD
C4065,Customer_C4065,Retail,Delhi,Maharashtra,SILVER
C4540,Customer_C4540,Wholesale,Kolkata,West Bengal,GOLD
C2251,Customer_C2251,Nan,Bangalore,Delhi,SILVER
C1927,Customer_C1927,Retail,Nan,Karnataka,GOLD
C3226,Customer_C3226,Retail,Bangalore,West Bengal,SILVER
C3757,Customer_C3757,Wholesale,Bangalore,Maharashtra,SILVER
C7,Customer_C7,Retail,Kolkata,West Bengal,NAN
C984,Customer_C984,Nan,Kolkata,Delhi,SILVER
C4859,Customer_C4859,Wholesale,Nan,Maharashtra,GOLD
C5428,Customer_C5428,Wholesale,Delhi,West Bengal,BRONZE
C1200,Customer_C1200,Wholesale,Bangalore,West Bengal,SILVER
C1601,Customer_C1601,Wholesale,Bangalore,Delhi,GOLD
C1258,Customer_C1258,Retail,Bangalore,Karnataka,NAN
C2702,Customer_C2702,Wholesale,Nan,West Bengal,SILVER
C1443,Customer_C1443,Retail,Kolkata,Karnataka,NAN
C101,Customer_C101,Nan,Mumbai,West Bengal,BRONZE
C1118,Customer_C1118,Wholesale,Nan,Delhi,SILVER
C2605,Customer_C2605,Nan,Nan,Maharashtra,GOLD
C674,Customer_C674,Wholesale,Kolkata,West Bengal,BRONZE
C3199,Customer_C3199,Retail,Bangalore,Maharashtra,GOLD
C378,Customer_C378,Retail,Kolkata,Maharashtra,GOLD
C702,Customer_C702,Nan,Kolkata,Delhi,GOLD
C211,Customer_C211,Retail,Nan,Delhi,SILVER
C5096,Customer_C5096,Nan,Kolkata,Maharashtra,GOLD
C97,Customer_C97,Nan,Delhi,West Bengal,SILVER
C3725,Customer_C3725,Nan,Delhi,Karnataka,BRONZE
C3280,Customer_C3280,Retail,Nan,Karnataka,GOLD
C5308,Customer_C5308,Nan,Mumbai,Maharashtra,SILVER
C3899,Customer_C3899,Wholesale,Bangalore,West Bengal,GOLD
C1771,Customer_C1771,Retail,Delhi,Karnataka,BRONZE
C3980,Customer_C3980,Nan,Kolkata,Maharashtra,BRONZE
C3589,Customer_C3589,Retail,Mumbai,West Bengal,GOLD
C4944,Customer_C4944,Wholesale,Delhi,Maharashtra,GOLD
C3760,Customer_C3760,Retail,Mumbai,West Bengal,SILVER
C4618,Customer_C4618,Nan,Delhi,West Bengal,GOLD
C847,Customer_C847,Retail,Kolkata,Karnataka,GOLD
C4028,Customer_C4028,Nan,Nan,Karnataka,GOLD
C3433,Customer_C3433,Nan,Nan,Maharashtra,GOLD
C2988,Customer_C2988,Nan,Delhi,Karnataka,SILVER
C2008,Customer_C2008,Retail,Bangalore,Karnataka,GOLD
C974,Customer_C974,Nan,Bangalore,Delhi,BRONZE
C4684,Customer_C4684,Retail,Nan,West Bengal,GOLD
C4388,Customer_C4388,Wholesale,Mumbai,Maharashtra,SILVER
C212,Customer_C212,Wholesale,Kolkata,West Bengal,NAN
C2425,Customer_C2425,Nan,Delhi,West Bengal,SILVER
C1251,Customer_C1251,Retail,Mumbai,Karnataka,BRONZE
C996,Customer_C996,Nan,Mumbai,Delhi,GOLD
C5116,Customer_C5116,Retail,Bangalore,West Bengal,BRONZE
C130,Customer_C130,Wholesale,Nan,Karnataka,SILVER
C3293,Customer_C3293,Nan,Nan,West Bengal,BRONZE
C132,Customer_C132,Retail,Delhi,Delhi,BRONZE
C1524,Customer_C1524,Nan,Mumbai,Delhi,SILVER
C3969,Customer_C3969,Retail,Bangalore,Maharashtra,SILVER
C4623,Customer_C4623,Retail,Bangalore,Karnataka,SILVER
C1412,Customer_C1412,Wholesale,Bangalore,Karnataka,NAN
C68,Customer_C68,Wholesale,Mumbai,Karnataka,SILVER
C781,Customer_C781,Nan,Kolkata,West Bengal,GOLD
C1746,Customer_C1746,Nan,Delhi,Maharashtra,GOLD
C3508,Customer_C3508,Nan,Mumbai,Delhi,BRONZE
C178,Customer_C178,Retail,Delhi,Karnataka,GOLD
C4357,Customer_C4357,Nan,Mumbai,Delhi,GOLD
C1124,Customer_C1124,Nan,Kolkata,Maharashtra,BRONZE
C4834,Customer_C4834,Nan,Bangalore,Delhi,SILVER
C5632,Customer_C5632,Retail,Nan,West Bengal,GOLD
C3668,Customer_C3668,Wholesale,Delhi,Delhi,GOLD
C2290,Customer_C2290,Retail,Delhi,Maharashtra,SILVER
