payment_id,order_id,payment_method,payment_status,payment_amount,payment_date,order_amount,order_status,_merge,order_exists,amount_match,payment_success,record_status
P1754,6394,CARD,FAILED,-100.0,2026-01-02,4216.0,APPROVED,both,True,False,False,INVALID
P1755,5418,CARD,FAILED,,2025-12-25,,,left_only,False,False,False,INVALID
P1756,9955,COD,FAILED,,2025-12-17,,,left_only,False,False,False,INVALID
P1757,3798,CARD,SUCCESS,,2025-12-29,,,left_only,False,False,True,INVALID
P1758,1229,UPI,SUCCESS,2596.0,2026-01-08,4722.0,APPROVED,both,True,False,True,INVALID
P1759,1695,UPI,SUCCESS,2235.0,2025-12-24,,,left_only,False,False,True,INVALID
P1760,3685,CARD,FAILED,-100.0,2026-01-13,,,left_only,False,False,False,INVALID
P1761,8237,COD,FAILED,,2025-12-31,1412.0,PENDING,both,True,False,False,INVALID
P1762,6846,COD,SUCCESS,1281.0,2025-12-28,,,left_only,False,False,True,INVALID
P1763,3112,UPI,FAILED,1118.0,2026-01-03,3037.0,PENDING,both,True,False,False,INVALID
P1764,5001,UPI,FAILED,2081.0,2026-01-01,,,left_only,False,False,False,INVALID
P1765,8414,CARD,SUCCESS,-100.0,2025-12-20,2124.0,CANCELLED,both,True,False,True,INVALID
P1766,7188,CARD,FAILED,,2025-12-16,4633.0,,both,True,False,False,INVALID
P1767,5470,UPI,SUCCESS,-100.0,2025-12-16,,,left_only,False,False,True,INVALID
P1768,7676,COD,FAILED,3435.0,2025-12-15,3634.0,,both,True,False,False,INVALID
P1769,4795,COD,SUCCESS,-100.0,2025-12-30,2242.0,PENDING,both,True,False,True,INVALID
P1770,9659,UPI,SUCCESS,-100.0,2025-12-24,,,left_only,False,False,True,INVALID
P1771,7582,CARD,SUCCESS,663.0,2026-01-04,2368.0,,both,True,False,True,INVALID
P1772,9644,UPI,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P1773,5232,CARD,FAILED,2312.0,2025-12-31,3158.0,PENDING,both,True,False,False,INVALID
P1774,2980,UPI,FAILED,4755.0,2025-12-30,,,left_only,False,False,False,INVALID
P1775,4010,UPI,SUCCESS,3719.0,2026-01-08,,,left_only,False,False,True,INVALID
P1776,3959,UPI,FAILED,-100.0,2025-12-27,,,left_only,False,False,False,INVALID
P1777,5769,UPI,SUCCESS,-100.0,2025-12-21,,,left_only,False,False,True,INVALID
P1778,4522,UPI,SUCCESS,-100.0,2025-12-29,,,left_only,False,False,True,INVALID
P1779,7055,UPI,SUCCESS,1683.0,2025-12-18,,,left_only,False,False,True,INVALID
P1780,2821,CARD,SUCCESS,1301.0,2026-01-12,,,left_only,False,False,True,INVALID
P1781,3703,CARD,SUCCESS,3621.0,2025-12-16,,,left_only,False,False,True,INVALID
P1782,7877,UPI,SUCCESS,3713.0,2026-01-10,,,left_only,False,False,True,INVALID
P1783,3579,COD,FAILED,-100.0,2025-12-14,,,left_only,False,False,False,INVALID
P1784,8812,CARD,SUCCESS,1513.0,2025-12-14,3711.0,APPROVED,both,True,False,True,INVALID
P1785,5660,CARD,FAILED,,2026-01-04,,,left_only,False,False,False,INVALID
P1786,4828,UPI,SUCCESS,,2026-01-04,,,left_only,False,False,True,INVALID
P1787,7354,CARD,FAILED,,2025-12-24,2505.0,PENDING,both,True,False,False,INVALID
P1788,3741,UPI,FAILED,1066.0,2025-12-21,4029.0,,both,True,False,False,INVALID
P1789,8312,COD,SUCCESS,-100.0,2025-12-25,,,left_only,False,False,True,INVALID
P1790,4210,COD,SUCCESS,4005.0,2026-01-07,,,left_only,False,False,True,INVALID
P1791,4921,CARD,FAILED,-100.0,2025-12-24,709.0,CANCELLED,both,True,False,False,INVALID
P1792,3745,UPI,FAILED,,2025-12-29,,,left_only,False,False,False,INVALID
P1793,4371,COD,SUCCESS,,2026-01-09,,,left_only,False,False,True,INVALID
P1794,9221,CARD,FAILED,,2026-01-06,,,left_only,False,False,False,INVALID
P1795,1634,UPI,SUCCESS,-100.0,2026-01-10,,,left_only,False,False,True,INVALID
P1796,9390,CARD,FAILED,-100.0,2025-12-16,2457.0,PENDING,both,True,False,False,INVALID
P1797,8835,CARD,FAILED,,2025-12-25,,,left_only,False,False,False,INVALID
P1798,7312,CARD,SUCCESS,-100.0,2025-12-24,,,left_only,False,False,True,INVALID
P1799,1884,COD,SUCCESS,-100.0,2026-01-12,,,left_only,False,False,True,INVALID
P1800,6194,CARD,FAILED,2172.0,2026-01-12,,,left_only,False,False,False,INVALID
P1801,4494,COD,FAILED,-100.0,2026-01-08,3436.0,APPROVED,both,True,False,False,INVALID
P1802,4436,COD,SUCCESS,,2025-12-24,,,left_only,False,False,True,INVALID
P1803,3076,UPI,SUCCESS,3980.0,2025-12-31,,,left_only,False,False,True,INVALID
P1804,5983,UPI,SUCCESS,-100.0,2025-12-29,,,left_only,False,False,True,INVALID
P1805,5806,COD,FAILED,2478.0,2025-12-20,,,left_only,False,False,False,INVALID
P1806,5789,COD,FAILED,-100.0,2025-12-23,,,left_only,False,False,False,INVALID
P1807,8346,CARD,FAILED,1713.0,2025-12-21,,,left_only,False,False,False,INVALID
P1808,4019,COD,SUCCESS,1708.0,2026-01-09,,,left_only,False,False,True,INVALID
P1809,2953,COD,SUCCESS,-100.0,2025-12-21,,,left_only,False,False,True,INVALID
P1810,2551,UPI,SUCCESS,916.0,2026-01-12,2865.0,CANCELLED,both,True,False,True,INVALID
P1811,9712,UPI,FAILED,4427.0,2025-12-16,,,left_only,False,False,False,INVALID
P1812,3443,UPI,SUCCESS,-100.0,2026-01-12,,,left_only,False,False,True,INVALID
P1813,5153,COD,FAILED,-100.0,2026-01-04,,,left_only,False,False,False,INVALID
P1814,313,UPI,FAILED,,2025-12-26,,,left_only,False,False,False,INVALID
P1815,6072,CARD,SUCCESS,2529.0,2026-01-07,2757.0,PENDING,both,True,False,True,INVALID
P1816,8939,CARD,FAILED,2291.0,2025-12-20,,,left_only,False,False,False,INVALID
P1817,83,UPI,FAILED,1498.0,2025-12-24,,,left_only,False,False,False,INVALID
P1818,5441,UPI,FAILED,2655.0,2026-01-11,,,left_only,False,False,False,INVALID
P1819,9884,COD,FAILED,2324.0,2026-01-12,,,left_only,False,False,False,INVALID
P1820,1392,CARD,SUCCESS,3506.0,2025-12-21,,,left_only,False,False,True,INVALID
P1821,1973,UPI,FAILED,-100.0,2025-12-24,,,left_only,False,False,False,INVALID
P1822,8533,CARD,FAILED,2088.0,2025-12-26,,,left_only,False,False,False,INVALID
P1823,4973,UPI,SUCCESS,3843.0,2025-12-25,,,left_only,False,False,True,INVALID
P1824,6753,UPI,FAILED,3282.0,2025-12-24,,,left_only,False,False,False,INVALID
P1825,6769,CARD,SUCCESS,-100.0,2025-12-21,,,left_only,False,False,True,INVALID
P1826,776,CARD,SUCCESS,3213.0,2025-12-31,,,left_only,False,False,True,INVALID
P1827,3199,CARD,SUCCESS,4359.0,2026-01-02,,,left_only,False,False,True,INVALID
P1828,1179,CARD,FAILED,2574.0,2025-12-23,,,left_only,False,False,False,INVALID
P1829,8586,UPI,FAILED,2669.0,2025-12-18,,,left_only,False,False,False,INVALID
P1830,5231,UPI,FAILED,1195.0,2026-01-06,,,left_only,False,False,False,INVALID
P1831,8691,CARD,SUCCESS,-100.0,2026-01-13,1750.0,APPROVED,both,True,False,True,INVALID
P1832,2795,UPI,FAILED,-100.0,2026-01-07,,,left_only,False,False,False,INVALID
P1833,1200,COD,FAILED,2936.0,2025-12-14,,,left_only,False,False,False,INVALID
P1834,9966,CARD,SUCCESS,700.0,2025-12-21,,,left_only,False,False,True,INVALID
P1835,8285,UPI,SUCCESS,,2025-12-14,3380.0,APPROVED,both,True,False,True,INVALID
P1836,1822,CARD,SUCCESS,,2026-01-13,,,left_only,False,False,True,INVALID
P1837,5689,COD,SUCCESS,3999.0,2025-12-28,,,left_only,False,False,True,INVALID
P1838,9163,COD,FAILED,,2025-12-24,,,left_only,False,False,False,INVALID
P1839,845,UPI,FAILED,1066.0,2025-12-20,,,left_only,False,False,False,INVALID
P1840,4895,CARD,FAILED,2143.0,2025-12-26,2641.0,CANCELLED,both,True,False,False,INVALID
P1841,6399,COD,SUCCESS,2073.0,2025-12-28,,,left_only,False,False,True,INVALID
P1842,8604,COD,SUCCESS,2665.0,2026-01-02,,,left_only,False,False,True,INVALID
P1843,1529,COD,SUCCESS,2369.0,2026-01-09,,,left_only,False,False,True,INVALID
P1844,5585,COD,FAILED,-100.0,2025-12-21,4458.0,,both,True,False,False,INVALID
P1845,645,CARD,FAILED,3464.0,2025-12-30,,,left_only,False,False,False,INVALID
P1846,3667,UPI,SUCCESS,1350.0,2025-12-25,,,left_only,False,False,True,INVALID
P1847,8164,COD,SUCCESS,2840.0,2025-12-20,,,left_only,False,False,True,INVALID
P1848,1917,UPI,FAILED,-100.0,2025-12-31,,,left_only,False,False,False,INVALID
P1849,9111,COD,SUCCESS,,2026-01-13,,,left_only,False,False,True,INVALID
P1850,7863,COD,FAILED,1734.0,2026-01-10,,,left_only,False,False,False,INVALID
P1851,7918,COD,SUCCESS,-100.0,2025-12-18,,,left_only,False,False,True,INVALID
P1852,1893,UPI,SUCCESS,3555.0,2025-12-27,,,left_only,False,False,True,INVALID
P1853,5430,UPI,SUCCESS,3968.0,2025-12-16,,,left_only,False,False,True,INVALID
P1854,3274,CARD,FAILED,-100.0,2025-12-26,,,left_only,False,False,False,INVALID
P1855,3744,CARD,FAILED,,2026-01-04,,,left_only,False,False,False,INVALID
P1856,3707,CARD,SUCCESS,2318.0,2025-12-24,,,left_only,False,False,True,INVALID
P1857,5328,UPI,SUCCESS,1519.0,2025-12-25,,,left_only,False,False,True,INVALID
P1858,5847,CARD,FAILED,,2026-01-03,,,left_only,False,False,False,INVALID
P1859,6053,COD,FAILED,4550.0,2026-01-11,,,left_only,False,False,False,INVALID
P1860,3647,COD,SUCCESS,2984.0,2025-12-16,1396.0,PENDING,both,True,False,True,INVALID
P1861,3863,CARD,SUCCESS,1417.0,2026-01-11,,,left_only,False,False,True,INVALID
P1862,3700,COD,FAILED,-100.0,2026-01-03,,,left_only,False,False,False,INVALID
P1863,7171,COD,FAILED,4134.0,2025-12-15,,,left_only,False,False,False,INVALID
P1864,5677,CARD,FAILED,706.0,2026-01-01,3207.0,PENDING,both,True,False,False,INVALID
P1865,6927,CARD,SUCCESS,4035.0,2025-12-23,,,left_only,False,False,True,INVALID
P1866,1714,UPI,SUCCESS,2132.0,2025-12-29,,,left_only,False,False,True,INVALID
P1867,8783,CARD,FAILED,-100.0,2026-01-07,,,left_only,False,False,False,INVALID
P1868,4025,COD,FAILED,2905.0,2026-01-12,4407.0,PENDING,both,True,False,False,INVALID
P1869,8181,COD,FAILED,757.0,2026-01-09,,,left_only,False,False,False,INVALID
P1870,1975,COD,SUCCESS,-100.0,2025-12-16,,,left_only,False,False,True,INVALID
P1871,4211,CARD,FAILED,3298.0,2025-12-17,,,left_only,False,False,False,INVALID
P1872,9767,UPI,FAILED,4712.0,2025-12-18,3940.0,,both,True,False,False,INVALID
P1873,6975,UPI,FAILED,,2026-01-12,,,left_only,False,False,False,INVALID
P1874,5365,COD,SUCCESS,1482.0,2025-12-20,,,left_only,False,False,True,INVALID
P1875,2969,UPI,FAILED,3659.0,2026-01-02,,,left_only,False,False,False,INVALID
P1876,2489,UPI,SUCCESS,-100.0,2025-12-28,,,left_only,False,False,True,INVALID
P1877,8486,UPI,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P1878,170,CARD,SUCCESS,-100.0,2025-12-23,,,left_only,False,False,True,INVALID
P1879,9637,UPI,FAILED,3274.0,2026-01-10,,,left_only,False,False,False,INVALID
P1880,8411,COD,FAILED,2066.0,2025-12-26,1609.0,PENDING,both,True,False,False,INVALID
P1881,3740,UPI,FAILED,-100.0,2025-12-30,,,left_only,False,False,False,INVALID
P1882,2104,CARD,SUCCESS,,2025-12-20,4534.0,PENDING,both,True,False,True,INVALID
P1883,4931,UPI,FAILED,1484.0,2025-12-28,,,left_only,False,False,False,INVALID
P1884,3293,COD,SUCCESS,-100.0,2025-12-22,,,left_only,False,False,True,INVALID
P1885,7987,CARD,SUCCESS,4218.0,2026-01-03,,,left_only,False,False,True,INVALID
P1886,5670,CARD,FAILED,833.0,2026-01-11,,,left_only,False,False,False,INVALID
P1887,1691,COD,FAILED,,2025-12-17,,,left_only,False,False,False,INVALID
P1888,1869,COD,FAILED,4337.0,2025-12-27,,,left_only,False,False,False,INVALID
P1889,305,CARD,FAILED,1532.0,2025-12-20,,,left_only,False,False,False,INVALID
P1890,2664,UPI,FAILED,3097.0,2025-12-26,,,left_only,False,False,False,INVALID
P1891,7660,CARD,FAILED,,2026-01-01,,,left_only,False,False,False,INVALID
P1892,2081,UPI,SUCCESS,755.0,2025-12-16,,,left_only,False,False,True,INVALID
P1893,2619,CARD,SUCCESS,3161.0,2026-01-05,,,left_only,False,False,True,INVALID
P1894,9576,COD,SUCCESS,,2026-01-03,,,left_only,False,False,True,INVALID
P1895,309,COD,FAILED,2330.0,2026-01-11,,,left_only,False,False,False,INVALID
P1896,8467,COD,SUCCESS,-100.0,2025-12-24,,,left_only,False,False,True,INVALID
P1897,1197,UPI,FAILED,-100.0,2025-12-17,,,left_only,False,False,False,INVALID
P1898,1402,CARD,SUCCESS,2331.0,2025-12-29,,,left_only,False,False,True,INVALID
P1899,1119,UPI,SUCCESS,3341.0,2025-12-20,,,left_only,False,False,True,INVALID
P1900,4975,UPI,SUCCESS,3816.0,2025-12-23,,,left_only,False,False,True,INVALID
P1901,2622,UPI,FAILED,3160.0,2025-12-29,1640.0,APPROVED,both,True,False,False,INVALID
P1901,2622,UPI,FAILED,3160.0,2025-12-29,4066.0,CANCELLED,both,True,False,False,INVALID
P1902,75,UPI,FAILED,-100.0,2026-01-06,,,left_only,False,False,False,INVALID
P1903,8248,UPI,FAILED,1017.0,2025-12-26,,,left_only,False,False,False,INVALID
P1904,6824,COD,FAILED,4831.0,2025-12-22,,,left_only,False,False,False,INVALID
P1905,1125,COD,FAILED,2869.0,2025-12-21,2514.0,,both,True,False,False,INVALID
P1906,4024,UPI,SUCCESS,,2025-12-24,4112.0,PENDING,both,True,False,True,INVALID
P1907,5555,CARD,FAILED,,2026-01-13,,,left_only,False,False,False,INVALID
P1908,9762,COD,FAILED,1149.0,2025-12-25,4884.0,,both,True,False,False,INVALID
P1909,2709,COD,SUCCESS,,2026-01-04,,,left_only,False,False,True,INVALID
P1910,7051,CARD,FAILED,,2025-12-18,3224.0,APPROVED,both,True,False,False,INVALID
P1911,880,UPI,SUCCESS,-100.0,2026-01-01,,,left_only,False,False,True,INVALID
P1912,4349,UPI,FAILED,,2026-01-07,,,left_only,False,False,False,INVALID
P1913,4058,CARD,SUCCESS,-100.0,2026-01-09,,,left_only,False,False,True,INVALID
P1914,309,UPI,SUCCESS,2397.0,2025-12-25,,,left_only,False,False,True,INVALID
P1915,2158,COD,SUCCESS,-100.0,2026-01-02,,,left_only,False,False,True,INVALID
P1916,2873,CARD,SUCCESS,,2025-12-29,3022.0,PENDING,both,True,False,True,INVALID
P1917,1809,COD,SUCCESS,1237.0,2025-12-14,,,left_only,False,False,True,INVALID
P1918,7732,CARD,SUCCESS,,2025-12-21,,,left_only,False,False,True,INVALID
P1919,1885,CARD,SUCCESS,-100.0,2026-01-07,,,left_only,False,False,True,INVALID
P1920,5795,CARD,SUCCESS,,2026-01-11,1459.0,APPROVED,both,True,False,True,INVALID
P1921,9828,CARD,SUCCESS,3377.0,2025-12-28,,,left_only,False,False,True,INVALID
P1922,8138,COD,FAILED,-100.0,2025-12-22,705.0,PENDING,both,True,False,False,INVALID
P1923,3014,COD,SUCCESS,,2025-12-19,1360.0,PENDING,both,True,False,True,INVALID
P1924,9811,CARD,FAILED,,2026-01-13,4543.0,APPROVED,both,True,False,False,INVALID
P1925,6573,UPI,FAILED,1258.0,2026-01-06,,,left_only,False,False,False,INVALID
P1926,7338,CARD,SUCCESS,1057.0,2025-12-29,,,left_only,False,False,True,INVALID
P1927,2055,UPI,FAILED,2458.0,2026-01-13,,,left_only,False,False,False,INVALID
P1928,5028,COD,FAILED,4715.0,2026-01-11,,,left_only,False,False,False,INVALID
P1929,1748,UPI,SUCCESS,-100.0,2025-12-20,2571.0,,both,True,False,True,INVALID
P1930,2719,CARD,FAILED,2921.0,2026-01-01,,,left_only,False,False,False,INVALID
P1931,6210,CARD,SUCCESS,559.0,2025-12-19,,,left_only,False,False,True,INVALID
P1932,3969,CARD,SUCCESS,4037.0,2025-12-25,,,left_only,False,False,True,INVALID
P1933,8979,CARD,SUCCESS,,2026-01-03,2861.0,PENDING,both,True,False,True,INVALID
P1934,9431,UPI,FAILED,,2026-01-12,,,left_only,False,False,False,INVALID
P1935,937,CARD,SUCCESS,1716.0,2026-01-11,3200.0,CANCELLED,both,True,False,True,INVALID
P1936,1060,COD,SUCCESS,,2025-12-21,,,left_only,False,False,True,INVALID
P1937,8129,COD,FAILED,-100.0,2026-01-04,,,left_only,False,False,False,INVALID
P1938,734,COD,FAILED,-100.0,2025-12-25,,,left_only,False,False,False,INVALID
P1939,5682,COD,SUCCESS,-100.0,2025-12-16,4209.0,,both,True,False,True,INVALID
P1940,3354,CARD,FAILED,2073.0,2025-12-20,,,left_only,False,False,False,INVALID
P1941,5938,CARD,SUCCESS,-100.0,2025-12-20,,,left_only,False,False,True,INVALID
P1942,4868,CARD,SUCCESS,,2026-01-10,,,left_only,False,False,True,INVALID
P1943,6481,UPI,SUCCESS,-100.0,2025-12-24,3940.0,,both,True,False,True,INVALID
P1944,668,CARD,FAILED,2077.0,2026-01-02,,,left_only,False,False,False,INVALID
P1945,7909,COD,SUCCESS,,2025-12-18,,,left_only,False,False,True,INVALID
P1946,4489,COD,FAILED,,2026-01-02,,,left_only,False,False,False,INVALID
P1947,39,COD,SUCCESS,3864.0,2025-12-15,,,left_only,False,False,True,INVALID
P1948,2157,CARD,FAILED,,2026-01-04,4684.0,PENDING,both,True,False,False,INVALID
P1949,2387,UPI,FAILED,4581.0,2026-01-11,,,left_only,False,False,False,INVALID
P1950,8790,CARD,FAILED,,2025-12-26,,,left_only,False,False,False,INVALID
P1951,5749,CARD,FAILED,-100.0,2025-12-18,,,left_only,False,False,False,INVALID
P1952,90,UPI,SUCCESS,996.0,2026-01-12,,,left_only,False,False,True,INVALID
P1953,3099,UPI,FAILED,,2026-01-10,,,left_only,False,False,False,INVALID
P1954,5984,CARD,FAILED,2151.0,2025-12-25,,,left_only,False,False,False,INVALID
P1955,1308,CARD,SUCCESS,-100.0,2025-12-20,2782.0,PENDING,both,True,False,True,INVALID
P1956,6274,COD,FAILED,3741.0,2025-12-21,,,left_only,False,False,False,INVALID
P1957,3056,CARD,FAILED,-100.0,2026-01-13,,,left_only,False,False,False,INVALID
P1958,1583,CARD,SUCCESS,-100.0,2025-12-28,,,left_only,False,False,True,INVALID
P1959,4396,UPI,FAILED,4392.0,2025-12-29,,,left_only,False,False,False,INVALID
P1960,6932,CARD,FAILED,-100.0,2025-12-26,,,left_only,False,False,False,INVALID
P1961,8530,COD,SUCCESS,826.0,2025-12-24,,,left_only,False,False,True,INVALID
P1962,8921,COD,SUCCESS,-100.0,2026-01-01,,,left_only,False,False,True,INVALID
P1963,3165,COD,FAILED,,2025-12-24,,,left_only,False,False,False,INVALID
P1964,8612,CARD,SUCCESS,,2026-01-09,,,left_only,False,False,True,INVALID
P1965,7240,UPI,FAILED,,2026-01-04,,,left_only,False,False,False,INVALID
P1966,6708,UPI,SUCCESS,1141.0,2026-01-13,,,left_only,False,False,True,INVALID
P1967,7440,CARD,SUCCESS,2900.0,2026-01-12,,,left_only,False,False,True,INVALID
P1968,6788,UPI,FAILED,822.0,2026-01-08,,,left_only,False,False,False,INVALID
P1969,5521,COD,FAILED,3265.0,2025-12-19,,,left_only,False,False,False,INVALID
P1970,4884,CARD,SUCCESS,3920.0,2025-12-18,,,left_only,False,False,True,INVALID
P1971,3886,CARD,SUCCESS,4220.0,2026-01-07,,,left_only,False,False,True,INVALID
P1972,9552,CARD,FAILED,-100.0,2025-12-21,,,left_only,False,False,False,INVALID
P1973,2992,CARD,SUCCESS,4534.0,2025-12-25,,,left_only,False,False,True,INVALID
P1974,9661,CARD,SUCCESS,587.0,2025-12-26,,,left_only,False,False,True,INVALID
P1975,3565,UPI,SUCCESS,,2025-12-20,617.0,APPROVED,both,True,False,True,INVALID
P1976,7838,CARD,SUCCESS,1511.0,2025-12-18,,,left_only,False,False,True,INVALID
P1977,1565,UPI,SUCCESS,,2025-12-18,571.0,,both,True,False,True,INVALID
P1978,9993,CARD,FAILED,-100.0,2025-12-22,,,left_only,False,False,False,INVALID
P1979,7771,CARD,SUCCESS,-100.0,2026-01-01,2307.0,APPROVED,both,True,False,True,INVALID
P1980,2106,UPI,FAILED,-100.0,2026-01-03,,,left_only,False,False,False,INVALID
P1981,5890,COD,FAILED,4582.0,2025-12-31,,,left_only,False,False,False,INVALID
P1982,4913,CARD,FAILED,4859.0,2026-01-07,,,left_only,False,False,False,INVALID
P1983,5350,UPI,SUCCESS,1857.0,2026-01-11,,,left_only,False,False,True,INVALID
P1984,1651,CARD,SUCCESS,-100.0,2025-12-28,,,left_only,False,False,True,INVALID
P1985,1541,CARD,SUCCESS,-100.0,2025-12-29,2683.0,PENDING,both,True,False,True,INVALID
P1986,4721,COD,SUCCESS,,2026-01-12,,,left_only,False,False,True,INVALID
P1987,5686,COD,FAILED,3856.0,2025-12-16,,,left_only,False,False,False,INVALID
P1988,2043,CARD,FAILED,4289.0,2025-12-17,,,left_only,False,False,False,INVALID
P1989,383,UPI,FAILED,-100.0,2025-12-16,2843.0,APPROVED,both,True,False,False,INVALID
P1990,7520,UPI,SUCCESS,,2025-12-24,,,left_only,False,False,True,INVALID
P1991,9510,UPI,SUCCESS,3737.0,2025-12-16,,,left_only,False,False,True,INVALID
P1992,3621,CARD,FAILED,-100.0,2026-01-12,,,left_only,False,False,False,INVALID
P1993,583,CARD,SUCCESS,,2025-12-25,2894.0,PENDING,both,True,False,True,INVALID
P1994,8352,UPI,FAILED,,2026-01-08,,,left_only,False,False,False,INVALID
P1995,5492,CARD,FAILED,-100.0,2025-12-27,,,left_only,False,False,False,INVALID
P1996,2948,CARD,SUCCESS,-100.0,2025-12-20,,,left_only,False,False,True,INVALID
P1997,9851,COD,FAILED,,2025-12-26,,,left_only,False,False,False,INVALID
P1998,7287,CARD,FAILED,3318.0,2026-01-13,,,left_only,False,False,False,INVALID
P1999,9891,UPI,SUCCESS,4347.0,2026-01-07,,,left_only,False,False,True,INVALID
P2000,4026,UPI,SUCCESS,-100.0,2025-12-14,,,left_only,False,False,True,INVALID
P2001,8782,CARD,FAILED,,2026-01-07,,,left_only,False,False,False,INVALID
P2002,9561,CARD,FAILED,-100.0,2026-01-11,,,left_only,False,False,False,INVALID
P2003,5386,CARD,FAILED,1356.0,2026-01-05,,,left_only,False,False,False,INVALID
P2004,1390,COD,SUCCESS,,2025-12-22,,,left_only,False,False,True,INVALID
P2005,4794,COD,FAILED,4054.0,2025-12-16,,,left_only,False,False,False,INVALID
P2006,9384,COD,SUCCESS,,2025-12-20,1453.0,APPROVED,both,True,False,True,INVALID
P2007,2246,UPI,FAILED,-100.0,2026-01-01,,,left_only,False,False,False,INVALID
P2008,6086,COD,SUCCESS,,2025-12-26,,,left_only,False,False,True,INVALID
P2009,9395,UPI,SUCCESS,1780.0,2025-12-17,,,left_only,False,False,True,INVALID
P2010,2320,COD,FAILED,2729.0,2026-01-11,,,left_only,False,False,False,INVALID
P2011,4343,COD,FAILED,-100.0,2026-01-13,,,left_only,False,False,False,INVALID
P2012,4479,CARD,FAILED,,2026-01-05,,,left_only,False,False,False,INVALID
P2013,7948,COD,SUCCESS,,2026-01-02,3665.0,CANCELLED,both,True,False,True,INVALID
P2014,6781,COD,FAILED,-100.0,2025-12-23,,,left_only,False,False,False,INVALID
P2015,9386,CARD,FAILED,,2025-12-15,1144.0,,both,True,False,False,INVALID
P2016,1787,UPI,SUCCESS,748.0,2026-01-06,,,left_only,False,False,True,INVALID
P2017,5270,COD,FAILED,-100.0,2026-01-04,,,left_only,False,False,False,INVALID
P2018,1048,COD,FAILED,,2025-12-24,,,left_only,False,False,False,INVALID
P2019,1439,UPI,FAILED,,2026-01-01,,,left_only,False,False,False,INVALID
P2020,6492,CARD,FAILED,-100.0,2025-12-23,,,left_only,False,False,False,INVALID
P2021,1764,UPI,SUCCESS,,2026-01-11,,,left_only,False,False,True,INVALID
P2022,1858,COD,SUCCESS,,2025-12-14,,,left_only,False,False,True,INVALID
P2023,9699,CARD,FAILED,3210.0,2026-01-09,,,left_only,False,False,False,INVALID
P2024,9205,UPI,SUCCESS,2052.0,2025-12-20,,,left_only,False,False,True,INVALID
P2025,7149,UPI,SUCCESS,-100.0,2026-01-13,,,left_only,False,False,True,INVALID
P2026,9585,CARD,FAILED,-100.0,2026-01-11,,,left_only,False,False,False,INVALID
P2027,2135,CARD,SUCCESS,589.0,2025-12-31,,,left_only,False,False,True,INVALID
P2028,7965,COD,SUCCESS,-100.0,2025-12-21,,,left_only,False,False,True,INVALID
P2029,9067,UPI,SUCCESS,-100.0,2026-01-04,,,left_only,False,False,True,INVALID
P2030,9350,UPI,SUCCESS,4130.0,2025-12-26,,,left_only,False,False,True,INVALID
P2031,4841,CARD,SUCCESS,-100.0,2026-01-08,,,left_only,False,False,True,INVALID
P2032,934,UPI,FAILED,,2026-01-09,,,left_only,False,False,False,INVALID
P2033,2794,COD,SUCCESS,1341.0,2025-12-21,,,left_only,False,False,True,INVALID
P2034,5771,COD,SUCCESS,,2026-01-05,,,left_only,False,False,True,INVALID
P2035,5791,UPI,FAILED,3474.0,2025-12-31,,,left_only,False,False,False,INVALID
P2036,2804,COD,FAILED,905.0,2025-12-21,,,left_only,False,False,False,INVALID
P2037,6594,UPI,SUCCESS,,2026-01-03,,,left_only,False,False,True,INVALID
P2038,8290,COD,FAILED,4384.0,2025-12-18,,,left_only,False,False,False,INVALID
P2039,951,CARD,FAILED,2320.0,2025-12-14,1668.0,PENDING,both,True,False,False,INVALID
P2040,221,UPI,SUCCESS,1838.0,2026-01-12,2445.0,,both,True,False,True,INVALID
P2041,8385,COD,FAILED,-100.0,2026-01-11,,,left_only,False,False,False,INVALID
P2042,6618,COD,FAILED,526.0,2025-12-15,,,left_only,False,False,False,INVALID
P2043,1554,CARD,FAILED,3291.0,2026-01-11,,,left_only,False,False,False,INVALID
P2044,5336,CARD,SUCCESS,4507.0,2026-01-05,,,left_only,False,False,True,INVALID
P2045,6609,COD,FAILED,,2025-12-29,,,left_only,False,False,False,INVALID
P2046,2054,COD,FAILED,3999.0,2025-12-16,,,left_only,False,False,False,INVALID
P2047,3304,CARD,FAILED,4795.0,2025-12-17,,,left_only,False,False,False,INVALID
P2048,1450,CARD,FAILED,1400.0,2025-12-27,,,left_only,False,False,False,INVALID
P2049,5957,CARD,FAILED,1304.0,2026-01-01,,,left_only,False,False,False,INVALID
P2050,1515,COD,SUCCESS,1946.0,2026-01-06,,,left_only,False,False,True,INVALID
P2051,6503,CARD,FAILED,980.0,2026-01-05,,,left_only,False,False,False,INVALID
P2052,2871,UPI,FAILED,,2025-12-19,,,left_only,False,False,False,INVALID
P2053,2450,COD,FAILED,4168.0,2025-12-22,,,left_only,False,False,False,INVALID
P2054,9235,COD,SUCCESS,,2026-01-03,,,left_only,False,False,True,INVALID
P2055,5067,COD,SUCCESS,,2025-12-15,,,left_only,False,False,True,INVALID
P2056,3773,CARD,FAILED,-100.0,2026-01-09,,,left_only,False,False,False,INVALID
P2057,9555,UPI,FAILED,,2025-12-31,,,left_only,False,False,False,INVALID
