payment_id,order_id,payment_method,payment_status,payment_amount,payment_date
P2212,9938,UPI,FAILED,1759.0,2025-12-21
P2215,7874,CARD,SUCCESS,976.0,2026-01-09
P2221,8667,UPI,FAILED,2155.0,2025-12-27
P2222,9933,COD,FAILED,2670.0,2026-01-06
P2226,4498,UPI,SUCCESS,1375.0,2025-12-20
P2227,1222,COD,FAILED,3810.0,2025-12-16
P2228,7282,UPI,SUCCESS,2347.0,2025-12-14
P2229,2460,COD,SUCCESS,1460.0,2025-12-16
P2230,5051,UPI,FAILED,1171.0,2026-01-12
P2231,1310,UPI,SUCCESS,3253.0,2025-12-25
P2235,7821,CARD,SUCCESS,3139.0,2025-12-28
P2236,8572,CARD,SUCCESS,4965.0,2025-12-20
P2237,6469,UPI,SUCCESS,4484.0,2025-12-31
P2239,2994,UPI,SUCCESS,3826.0,2026-01-01
P2240,4055,UPI,SUCCESS,1375.0,2025-12-17
P2241,2564,UPI,FAILED,3823.0,2025-12-19
P2242,5293,COD,SUCCESS,1246.0,2025-12-29
P2244,9868,COD,FAILED,2787.0,2025-12-29
P2245,9721,CARD,SUCCESS,784.0,2025-12-19
P2246,6759,COD,SUCCESS,1045.0,2026-01-06
P2247,8881,UPI,SUCCESS,820.0,2025-12-22
P2248,7112,CARD,SUCCESS,4654.0,2025-12-14
P2250,8419,CARD,FAILED,2561.0,2025-12-31
P2255,1949,CARD,FAILED,4964.0,2026-01-07
P2256,1032,COD,SUCCESS,2769.0,2025-12-22
P2257,605,UPI,FAILED,3500.0,2026-01-03
P2258,1514,UPI,FAILED,1950.0,2026-01-05
P2259,5429,UPI,FAILED,896.0,2025-12-31
P2261,9628,COD,FAILED,4188.0,2026-01-05
P2263,5698,CARD,SUCCESS,889.0,2025-12-16
P2265,9781,CARD,SUCCESS,1806.0,2025-12-15
P2266,3934,UPI,SUCCESS,4532.0,2025-12-22
P2268,9949,UPI,FAILED,2568.0,2026-01-06
P2269,3726,UPI,FAILED,1689.0,2025-12-26
P2271,2906,UPI,SUCCESS,1216.0,2025-12-22
P2274,1057,COD,SUCCESS,4874.0,2025-12-24
P2276,3045,CARD,SUCCESS,1441.0,2025-12-19
P2278,8105,COD,SUCCESS,4719.0,2025-12-14
P2279,7827,COD,FAILED,1845.0,2025-12-25
P2281,663,COD,SUCCESS,4368.0,2025-12-20
P2286,9848,UPI,FAILED,4118.0,2026-01-09
P2291,9486,CARD,SUCCESS,3010.0,2026-01-11
P2293,2493,CARD,FAILED,4459.0,2025-12-21
P2295,3757,UPI,SUCCESS,3803.0,2025-12-26
P2299,5144,UPI,FAILED,1192.0,2026-01-13
P2303,510,UPI,FAILED,2734.0,2026-01-10
P2305,1912,CARD,SUCCESS,3893.0,2026-01-07
P2307,7339,UPI,FAILED,1613.0,2025-12-18
P2308,9031,COD,SUCCESS,656.0,2025-12-19
P2312,5120,COD,SUCCESS,3805.0,2026-01-01
P2313,7324,COD,SUCCESS,4899.0,2025-12-21
P2314,3859,CARD,SUCCESS,1486.0,2025-12-23
P2316,4055,CARD,FAILED,519.0,2025-12-20
P2317,1143,COD,FAILED,1295.0,2025-12-28
P2319,6982,CARD,SUCCESS,3114.0,2026-01-13
P2320,5692,UPI,FAILED,2561.0,2026-01-10
P2321,827,COD,SUCCESS,4602.0,2025-12-20
P2324,804,COD,SUCCESS,2825.0,2026-01-06
P2325,7284,CARD,SUCCESS,1957.0,2025-12-24
P2327,3981,UPI,FAILED,1096.0,2026-01-06
P2328,9472,COD,FAILED,2537.0,2025-12-14
P2329,4053,COD,FAILED,1757.0,2025-12-30
P2330,9593,COD,SUCCESS,3972.0,2025-12-15
P2331,2930,CARD,FAILED,1209.0,2025-12-20
P2333,3702,UPI,SUCCESS,960.0,2025-12-27
P2334,8928,CARD,FAILED,3840.0,2025-12-22
P2340,8925,CARD,SUCCESS,1371.0,2025-12-27
P2344,8383,UPI,SUCCESS,1025.0,2025-12-18
P2347,4860,UPI,FAILED,4149.0,2025-12-17
P2348,8536,COD,FAILED,1080.0,2025-12-28
P2351,2391,CARD,FAILED,2969.0,2026-01-06
P2352,4281,COD,SUCCESS,2993.0,2026-01-08
P2354,8659,UPI,SUCCESS,4058.0,2026-01-02
P2358,2810,UPI,SUCCESS,601.0,2025-12-25
P2360,2705,COD,FAILED,3400.0,2026-01-10
P2361,6940,UPI,FAILED,3253.0,2026-01-03
P2364,8303,UPI,FAILED,4091.0,2026-01-11
P2365,8525,UPI,FAILED,3656.0,2025-12-24
P2368,8602,UPI,FAILED,2354.0,2025-12-25
P2369,6610,COD,SUCCESS,2636.0,2025-12-23
P2372,5162,UPI,SUCCESS,4197.0,2025-12-25
P2373,5374,COD,FAILED,4460.0,2026-01-08
P2374,4710,UPI,SUCCESS,1434.0,2026-01-04
P2376,4133,COD,SUCCESS,2747.0,2025-12-24
P2377,2455,COD,SUCCESS,1022.0,2025-12-29
P2378,9517,CARD,FAILED,2601.0,2026-01-12
P2380,988,UPI,FAILED,2277.0,2025-12-19
P2382,4791,UPI,FAILED,1439.0,2025-12-14
P2385,2581,COD,SUCCESS,591.0,2026-01-04
P2388,1266,CARD,FAILED,4098.0,2025-12-17
P2389,7363,CARD,FAILED,1668.0,2025-12-28
P2390,2311,CARD,FAILED,4193.0,2025-12-31
P2393,7038,CARD,SUCCESS,3276.0,2025-12-27
P2394,7101,UPI,SUCCESS,4184.0,2026-01-11
P2395,5808,CARD,SUCCESS,589.0,2026-01-09
P2398,6590,COD,FAILED,517.0,2025-12-23
P2400,9621,UPI,SUCCESS,1068.0,2026-01-08
P2402,535,CARD,SUCCESS,2135.0,2025-12-28
P2403,2316,COD,FAILED,1375.0,2026-01-10
P2404,6841,CARD,SUCCESS,4970.0,2025-12-16
P2406,5655,UPI,SUCCESS,1417.0,2026-01-04
P2407,4793,UPI,FAILED,1856.0,2025-12-30
P2408,9171,CARD,SUCCESS,1721.0,2026-01-02
P2409,8963,UPI,FAILED,1297.0,2025-12-20
P2410,9408,UPI,SUCCESS,1760.0,2025-12-23
P2411,7369,COD,FAILED,1163.0,2026-01-12
P2413,8936,COD,SUCCESS,563.0,2025-12-15
P2414,9995,COD,FAILED,2006.0,2026-01-10
P2419,2197,COD,FAILED,3338.0,2026-01-08
P2421,1991,COD,FAILED,3631.0,2025-12-24
P2423,9526,UPI,FAILED,1517.0,2025-12-19
P2424,4830,UPI,FAILED,2858.0,2026-01-12
P2426,5821,UPI,SUCCESS,4122.0,2025-12-14
P2428,8040,COD,FAILED,2659.0,2026-01-05
P2429,5030,COD,SUCCESS,3865.0,2025-12-31
P2433,7994,CARD,FAILED,2001.0,2026-01-11
P2435,1780,CARD,FAILED,2563.0,2026-01-03
P2436,4860,CARD,SUCCESS,1886.0,2026-01-03
P2437,1657,CARD,SUCCESS,928.0,2025-12-22
P2438,9397,CARD,FAILED,4227.0,2025-12-30
P2444,233,CARD,FAILED,4134.0,2026-01-09
P2445,2985,UPI,FAILED,1348.0,2025-12-31
P2446,3645,COD,FAILED,4774.0,2025-12-20
P2447,2598,CARD,SUCCESS,1188.0,2025-12-28
P2448,1729,COD,SUCCESS,2066.0,2026-01-03
P2449,5699,UPI,SUCCESS,4928.0,2026-01-01
P2450,8461,UPI,FAILED,4611.0,2026-01-10
P2451,673,COD,SUCCESS,4162.0,2026-01-09
P2452,5331,UPI,FAILED,4129.0,2025-12-29
P2455,6895,CARD,FAILED,3395.0,2025-12-15
P2456,7556,UPI,FAILED,4422.0,2026-01-11
P2459,339,UPI,SUCCESS,3586.0,2026-01-06
P2460,6916,UPI,SUCCESS,3730.0,2025-12-31
P2462,8721,UPI,SUCCESS,1886.0,2026-01-02
P2463,7340,CARD,SUCCESS,4648.0,2025-12-28
P2464,3839,CARD,SUCCESS,3288.0,2026-01-13
P2465,9787,UPI,FAILED,2871.0,2025-12-22
P2466,9646,CARD,SUCCESS,4392.0,2026-01-03
P2470,7815,CARD,FAILED,2933.0,2025-12-25
P2471,2416,COD,FAILED,1154.0,2025-12-18
P2473,7760,UPI,SUCCESS,4209.0,2025-12-18
P2474,7574,CARD,SUCCESS,4935.0,2026-01-09
P2476,3143,UPI,SUCCESS,3510.0,2025-12-24
P2482,3974,COD,FAILED,2692.0,2026-01-01
P2484,6359,UPI,SUCCESS,2492.0,2025-12-24
P2487,7250,COD,FAILED,2525.0,2025-12-14
P2488,80,UPI,FAILED,3801.0,2025-12-15
P2490,78,UPI,FAILED,3713.0,2025-12-17
P2492,9404,UPI,SUCCESS,2752.0,2025-12-27
P2493,1647,UPI,SUCCESS,1693.0,2026-01-06
P2494,5797,COD,SUCCESS,2800.0,2025-12-18
P2495,3547,COD,FAILED,2559.0,2026-01-13
P2496,4729,UPI,SUCCESS,4875.0,2026-01-05
P2498,2519,CARD,SUCCESS,3257.0,2026-01-01
P2499,9363,COD,SUCCESS,1923.0,2025-12-22
P2500,414,CARD,FAILED,3603.0,2026-01-13
P2501,859,COD,FAILED,2413.0,2025-12-20
P2507,3062,CARD,FAILED,1931.0,2025-12-15
P2510,7787,UPI,FAILED,4327.0,2025-12-17
P2512,2361,COD,FAILED,4335.0,2025-12-15
P2515,8208,CARD,FAILED,1728.0,2026-01-08
P2516,3866,CARD,SUCCESS,3806.0,2026-01-11
P2519,1204,CARD,SUCCESS,3023.0,2026-01-03
P2520,4623,CARD,SUCCESS,803.0,2025-12-14
P2521,79,COD,FAILED,4153.0,2025-12-27
P2522,8388,COD,SUCCESS,3334.0,2025-12-20
P2525,4216,UPI,SUCCESS,2506.0,2025-12-16
P2526,4001,CARD,FAILED,1886.0,2025-12-30
P2527,5939,UPI,SUCCESS,2434.0,2026-01-04
P2528,3581,UPI,SUCCESS,2385.0,2025-12-16
P2530,8631,UPI,FAILED,2939.0,2026-01-12
P2531,1241,CARD,SUCCESS,4806.0,2026-01-01
P2532,6561,UPI,FAILED,3246.0,2026-01-13
P2534,4702,COD,FAILED,3414.0,2026-01-06
P2536,9482,CARD,FAILED,3423.0,2025-12-27
P2538,5930,CARD,FAILED,1846.0,2025-12-29
P2539,4352,CARD,SUCCESS,2645.0,2026-01-02
P2546,1706,CARD,SUCCESS,4849.0,2025-12-31
P2548,8212,CARD,SUCCESS,3703.0,2025-12-14
P2549,5302,UPI,FAILED,1041.0,2025-12-28
P2551,5159,UPI,SUCCESS,3922.0,2026-01-13
P2552,9429,CARD,SUCCESS,4160.0,2026-01-06
P2553,1135,COD,SUCCESS,4247.0,2026-01-01
P2554,2303,UPI,SUCCESS,3094.0,2025-12-18
P2555,8930,CARD,FAILED,1618.0,2025-12-30
P2556,5286,UPI,FAILED,4408.0,2025-12-28
P2558,6502,UPI,FAILED,1464.0,2026-01-12
P2559,7808,CARD,SUCCESS,3522.0,2026-01-13
P2560,5082,UPI,FAILED,3542.0,2025-12-14
P2564,9729,UPI,SUCCESS,3310.0,2025-12-31
P2566,2251,COD,SUCCESS,1037.0,2025-12-23
P2568,3804,UPI,FAILED,666.0,2026-01-03
P2571,5657,UPI,FAILED,3519.0,2025-12-14
P2575,4961,CARD,FAILED,4239.0,2025-12-21
P2576,170,CARD,SUCCESS,1598.0,2025-12-22
P2577,6217,COD,FAILED,4142.0,2026-01-07
P2578,1226,COD,FAILED,3704.0,2025-12-28
P2579,9967,COD,FAILED,2127.0,2026-01-09
P2583,4289,UPI,FAILED,4268.0,2025-12-29
P2584,8359,CARD,FAILED,4114.0,2026-01-12
P2586,2694,CARD,SUCCESS,953.0,2025-12-15
P2587,7522,UPI,FAILED,939.0,2026-01-06
P2589,1651,COD,FAILED,2909.0,2026-01-03
P2595,637,CARD,SUCCESS,3103.0,2025-12-29
P2599,7063,COD,SUCCESS,4980.0,2026-01-12
P2600,5717,COD,FAILED,1582.0,2025-12-17
P2601,4567,CARD,FAILED,4947.0,2025-12-26
P2602,887,CARD,FAILED,1543.0,2025-12-15
P2605,6903,UPI,FAILED,1520.0,2025-12-24
P2607,4560,COD,SUCCESS,4955.0,2026-01-01
P2608,9148,UPI,FAILED,4255.0,2026-01-02
P2609,2688,UPI,SUCCESS,2973.0,2025-12-16
P2611,9655,UPI,FAILED,3347.0,2026-01-01
P2612,4589,CARD,SUCCESS,4591.0,2025-12-15
P2613,6782,CARD,FAILED,2851.0,2025-12-17
P2614,395,COD,FAILED,3634.0,2025-12-16
P2616,5698,CARD,SUCCESS,3202.0,2025-12-28
P2619,5521,CARD,SUCCESS,2159.0,2026-01-11
P2622,4546,COD,SUCCESS,3745.0,2025-12-26
P2623,6450,CARD,FAILED,4409.0,2026-01-03
P2625,6161,COD,FAILED,4102.0,2025-12-20
P2630,9281,UPI,FAILED,4942.0,2026-01-13
P2631,5369,UPI,FAILED,3636.0,2025-12-19
P2632,1171,CARD,FAILED,3694.0,2026-01-09
P2637,4100,UPI,SUCCESS,2680.0,2026-01-07
P2638,2759,COD,FAILED,1761.0,2026-01-10
P2640,9806,COD,FAILED,4985.0,2025-12-16
P2642,2348,UPI,FAILED,3659.0,2025-12-30
P2643,6078,COD,FAILED,3868.0,2026-01-10
P2644,7945,COD,SUCCESS,751.0,2025-12-31
P2646,248,UPI,FAILED,4185.0,2025-12-27
P2647,8680,COD,FAILED,1136.0,2025-12-17
P2650,6326,UPI,FAILED,3323.0,2026-01-06
P2652,8580,CARD,FAILED,1608.0,2025-12-15
P2653,9041,UPI,SUCCESS,3692.0,2025-12-23
P2655,6393,COD,FAILED,3233.0,2025-12-31
P2663,4646,COD,FAILED,3090.0,2025-12-21
P2665,8364,UPI,SUCCESS,2467.0,2025-12-14
P2667,9987,CARD,FAILED,3623.0,2026-01-10
P2668,491,CARD,FAILED,4611.0,2025-12-24
P2669,8008,COD,SUCCESS,1322.0,2026-01-09
P2671,8221,UPI,SUCCESS,1498.0,2026-01-06
P2673,7248,CARD,SUCCESS,4257.0,2026-01-13
P2674,3479,CARD,SUCCESS,3514.0,2026-01-04
P2675,8051,CARD,FAILED,2259.0,2026-01-10
P2678,632,CARD,FAILED,1470.0,2026-01-12
P2679,887,UPI,FAILED,1185.0,2025-12-19
P2680,2008,UPI,FAILED,2838.0,2025-12-16
P2682,2385,CARD,FAILED,2377.0,2026-01-12
P2683,3591,COD,SUCCESS,2617.0,2026-01-01
P2684,4992,UPI,FAILED,1385.0,2026-01-03
P2686,1565,CARD,FAILED,1850.0,2026-01-10
P2688,610,CARD,SUCCESS,1690.0,2026-01-09
P2689,9070,CARD,SUCCESS,1580.0,2025-12-31
P2693,2185,UPI,FAILED,3029.0,2026-01-01
P2694,2754,COD,SUCCESS,1926.0,2025-12-28
P2695,1985,UPI,SUCCESS,578.0,2025-12-22
P2697,7848,CARD,SUCCESS,4039.0,2026-01-06
P2698,3593,UPI,FAILED,4957.0,2025-12-25
P2699,9898,CARD,FAILED,661.0,2026-01-11
P2701,6451,UPI,FAILED,3875.0,2026-01-11
P2704,4645,UPI,FAILED,2443.0,2025-12-18
P2706,1808,CARD,SUCCESS,2188.0,2025-12-30
P2711,7692,UPI,FAILED,2244.0,2026-01-01
P2712,3221,COD,FAILED,1807.0,2025-12-24
P2713,8593,COD,FAILED,4420.0,2026-01-07
P2717,3842,UPI,FAILED,1379.0,2025-12-20
P2718,6506,COD,FAILED,4523.0,2025-12-27
P2721,828,CARD,SUCCESS,4037.0,2025-12-30
P2722,5575,COD,SUCCESS,2778.0,2026-01-05
P2723,9493,UPI,SUCCESS,2678.0,2026-01-13
P2725,5666,UPI,FAILED,3538.0,2026-01-13
P2727,2041,CARD,SUCCESS,774.0,2026-01-10
P2728,3594,COD,FAILED,1176.0,2025-12-24
P2729,2138,COD,FAILED,2866.0,2025-12-29
P2733,7761,CARD,SUCCESS,882.0,2026-01-07
P2734,5273,CARD,FAILED,825.0,2025-12-16
P2738,4033,COD,FAILED,1321.0,2026-01-13
P2740,1427,COD,SUCCESS,868.0,2025-12-25
P2743,7430,COD,FAILED,1011.0,2026-01-12
P2746,1402,UPI,SUCCESS,4016.0,2026-01-02
P2749,708,UPI,SUCCESS,784.0,2026-01-05
P2750,6546,COD,FAILED,1473.0,2026-01-07
P2751,1550,CARD,SUCCESS,4722.0,2026-01-04
P2752,1699,COD,SUCCESS,1976.0,2025-12-20
P2754,9342,COD,FAILED,4695.0,2026-01-06
P2755,5755,CARD,FAILED,3939.0,2025-12-18
P2756,3378,CARD,SUCCESS,1692.0,2026-01-05
P2757,6767,CARD,FAILED,2761.0,2025-12-30
P2759,585,UPI,FAILED,1626.0,2026-01-09
P2766,5801,UPI,FAILED,4700.0,2026-01-09
P2767,4786,CARD,FAILED,3302.0,2025-12-27
P2769,7650,UPI,SUCCESS,1605.0,2025-12-19
P2771,4296,UPI,SUCCESS,891.0,2025-12-31
P2772,3870,UPI,SUCCESS,824.0,2026-01-08
P2773,5396,CARD,SUCCESS,1371.0,2026-01-09
P2778,234,UPI,SUCCESS,2773.0,2025-12-24
P2779,5252,CARD,FAILED,1412.0,2025-12-16
P2782,4224,UPI,FAILED,1029.0,2025-12-15
P2786,3911,CARD,FAILED,1524.0,2026-01-01
P2788,3509,CARD,SUCCESS,2000.0,2025-12-27
P2789,3629,CARD,SUCCESS,4677.0,2025-12-25
P2790,6741,UPI,SUCCESS,2578.0,2025-12-24
P2791,2660,COD,SUCCESS,2093.0,2026-01-01
P2793,5479,UPI,SUCCESS,3241.0,2026-01-03
P2794,424,UPI,FAILED,2724.0,2025-12-30
P2796,9837,UPI,FAILED,2296.0,2025-12-25
P2797,9607,UPI,FAILED,1751.0,2025-12-29
P2801,1663,UPI,FAILED,2263.0,2026-01-01
P2802,2587,UPI,FAILED,1686.0,2026-01-13
P2804,8840,UPI,FAILED,2298.0,2025-12-22
P2806,4434,COD,FAILED,2715.0,2026-01-06
P2807,239,UPI,SUCCESS,2219.0,2025-12-18
P2809,7097,CARD,SUCCESS,3769.0,2025-12-28
P2810,3052,COD,SUCCESS,2823.0,2026-01-04
P2811,3845,CARD,FAILED,2305.0,2025-12-23
P2812,2310,CARD,SUCCESS,1342.0,2026-01-07
P2813,9813,UPI,FAILED,2818.0,2025-12-29
P2816,2661,UPI,SUCCESS,858.0,2025-12-27
P2817,8362,CARD,FAILED,1994.0,2025-12-26
P2818,8847,COD,FAILED,840.0,2026-01-11
P2819,7627,UPI,FAILED,4004.0,2025-12-21
P2820,7407,UPI,FAILED,4974.0,2025-12-31
P2822,1036,COD,SUCCESS,1002.0,2026-01-10
P2825,3095,COD,FAILED,3970.0,2026-01-01
P2826,6372,CARD,SUCCESS,3419.0,2025-12-27
P2829,6432,CARD,SUCCESS,3107.0,2026-01-10
P2830,3679,UPI,FAILED,4245.0,2026-01-06
P2831,4950,CARD,FAILED,3239.0,2025-12-21
P2832,9090,CARD,SUCCESS,4989.0,2025-12-20
P2836,198,CARD,FAILED,1899.0,2025-12-21
P2840,3573,CARD,SUCCESS,1376.0,2026-01-06
P2843,3114,UPI,SUCCESS,1679.0,2025-12-17
P2844,7159,UPI,SUCCESS,1267.0,2025-12-21
P2849,5004,CARD,FAILED,2685.0,2025-12-15
P2851,7157,UPI,FAILED,1858.0,2026-01-01
P2853,2745,CARD,SUCCESS,1603.0,2025-12-25
P2855,7537,COD,SUCCESS,897.0,2025-12-27
P2860,5753,CARD,FAILED,606.0,2025-12-31
P2862,4134,UPI,SUCCESS,1925.0,2025-12-18
P2864,746,COD,FAILED,3098.0,2026-01-11
P2867,5615,CARD,FAILED,1966.0,2026-01-13
P2869,6343,COD,FAILED,4471.0,2025-12-30
P2870,8612,UPI,SUCCESS,1773.0,2025-12-28
P2872,4690,UPI,FAILED,2707.0,2026-01-02
P2875,3903,CARD,FAILED,2894.0,2025-12-14
P2878,6067,UPI,SUCCESS,2638.0,2025-12-18
P2880,1097,UPI,FAILED,4345.0,2026-01-12
P2882,8814,COD,FAILED,1727.0,2026-01-06
P2883,8498,UPI,FAILED,2384.0,2025-12-23
P2884,7002,COD,FAILED,3186.0,2026-01-08
P2888,2605,UPI,SUCCESS,523.0,2025-12-28
P2890,175,CARD,FAILED,3176.0,2026-01-05
P2894,5462,UPI,FAILED,1263.0,2026-01-12
P2896,888,COD,SUCCESS,3316.0,2025-12-24
P2897,7542,COD,FAILED,2597.0,2025-12-28
P2898,7725,CARD,SUCCESS,4122.0,2025-12-20
P2900,3319,CARD,SUCCESS,4862.0,2025-12-28
P2901,7885,CARD,FAILED,887.0,2025-12-24
P2902,2111,CARD,SUCCESS,1241.0,2025-12-25
P2904,3606,CARD,FAILED,1349.0,2025-12-15
P2905,1455,CARD,SUCCESS,1100.0,2025-12-20
P2906,2398,UPI,SUCCESS,2715.0,2025-12-21
P2907,8704,COD,FAILED,3324.0,2026-01-07
P2909,7235,CARD,FAILED,2243.0,2026-01-13
P2913,9479,COD,FAILED,4905.0,2025-12-22
P2914,6884,COD,FAILED,3505.0,2025-12-27
P2915,1387,COD,FAILED,2334.0,2025-12-31
P2916,5947,UPI,SUCCESS,2535.0,2025-12-27
P2919,3466,COD,FAILED,1454.0,2025-12-15
P2922,1693,CARD,FAILED,1164.0,2025-12-27
P2923,7841,COD,FAILED,712.0,2026-01-10
P2924,906,UPI,FAILED,4406.0,2026-01-11
P2925,6508,UPI,FAILED,2265.0,2026-01-11
P2926,9668,COD,FAILED,2973.0,2025-12-16
P2927,9783,COD,SUCCESS,4500.0,2025-12-22
P2930,1716,CARD,SUCCESS,2363.0,2025-12-30
P2932,391,COD,FAILED,944.0,2025-12-21
P2933,5964,COD,FAILED,958.0,2025-12-30
P2934,5621,COD,FAILED,2604.0,2026-01-11
P2935,8705,CARD,FAILED,1662.0,2026-01-05
P2937,8110,COD,FAILED,2323.0,2025-12-25
P2938,172,COD,SUCCESS,4954.0,2026-01-08
P2939,2093,COD,SUCCESS,1240.0,2025-12-23
P2942,8892,COD,SUCCESS,4777.0,2026-01-05
P2945,1751,UPI,SUCCESS,3209.0,2025-12-26
P2949,6138,CARD,FAILED,4735.0,2025-12-21
P2950,7669,CARD,FAILED,1754.0,2025-12-14
P2951,4064,CARD,FAILED,1795.0,2026-01-13
P2953,5429,UPI,FAILED,1562.0,2025-12-29
P2955,4757,COD,FAILED,1903.0,2025-12-19
P2956,2212,COD,FAILED,668.0,2026-01-13
P2957,7139,COD,SUCCESS,2854.0,2025-12-25
P2959,4761,UPI,SUCCESS,1669.0,2025-12-24
P2960,904,COD,SUCCESS,3451.0,2026-01-09
P2961,8724,UPI,SUCCESS,3437.0,2026-01-10
P2964,601,CARD,SUCCESS,984.0,2025-12-25
P2969,5117,UPI,SUCCESS,3190.0,2026-01-02
P2971,2247,UPI,SUCCESS,1802.0,2025-12-16
P2975,7844,CARD,SUCCESS,2886.0,2026-01-12
P2976,2191,CARD,FAILED,1634.0,2026-01-07
P2978,4298,CARD,FAILED,3752.0,2025-12-22
P2979,1949,UPI,FAILED,2740.0,2025-12-28
P2982,5180,CARD,SUCCESS,4018.0,2025-12-18
P2983,862,COD,FAILED,2121.0,2026-01-01
P2985,6789,COD,FAILED,4024.0,2026-01-02
P2987,4444,COD,FAILED,4380.0,2026-01-01
P2988,5114,COD,SUCCESS,3342.0,2025-12-23
P2990,5955,UPI,SUCCESS,4067.0,2025-12-31
P2993,1014,COD,FAILED,1497.0,2026-01-04
P2995,7995,COD,SUCCESS,1755.0,2026-01-12
P2996,1025,CARD,SUCCESS,1430.0,2026-01-04
P2997,1703,UPI,SUCCESS,4830.0,2026-01-11
P2998,1307,UPI,FAILED,1805.0,2026-01-10
P3000,1097,UPI,SUCCESS,1428.0,2025-12-15
P3002,2805,UPI,FAILED,2815.0,2025-12-19
P3004,272,UPI,SUCCESS,1646.0,2026-01-13
P3010,2461,CARD,FAILED,2773.0,2025-12-14
P3014,4978,COD,FAILED,1191.0,2026-01-13
P3019,8651,UPI,SUCCESS,1366.0,2025-12-28
P3020,285,COD,FAILED,3308.0,2025-12-27
P3021,3395,CARD,FAILED,1068.0,2026-01-11
P3022,9992,COD,SUCCESS,2511.0,2026-01-12
P3023,7192,UPI,FAILED,4029.0,2025-12-21
P3024,5005,UPI,SUCCESS,1642.0,2025-12-21
P3026,4990,COD,FAILED,4931.0,2026-01-06
P3029,4973,UPI,SUCCESS,670.0,2025-12-24
P3030,8006,COD,SUCCESS,4781.0,2025-12-21
P3032,6680,COD,FAILED,601.0,2026-01-01
P3033,4026,COD,SUCCESS,1649.0,2026-01-13
P3035,2463,COD,FAILED,1176.0,2026-01-04
P3038,537,UPI,SUCCESS,4982.0,2026-01-01
P3039,2511,CARD,FAILED,1031.0,2025-12-22
P3042,7917,CARD,FAILED,3336.0,2026-01-12
P3043,8398,COD,FAILED,3772.0,2025-12-26
P3045,6548,COD,FAILED,3748.0,2025-12-24
P3046,2897,CARD,FAILED,3945.0,2026-01-03
P3049,821,UPI,FAILED,4982.0,2026-01-13
P3051,2052,CARD,SUCCESS,1544.0,2025-12-15
P3055,4608,COD,SUCCESS,1323.0,2026-01-12
P3056,3347,CARD,FAILED,3158.0,2025-12-16
P3057,9295,COD,FAILED,1078.0,2025-12-27
P3058,1360,COD,FAILED,1430.0,2025-12-23
P3059,1125,CARD,SUCCESS,1841.0,2026-01-05
P3060,7467,COD,SUCCESS,4587.0,2026-01-01
P3062,7753,UPI,FAILED,4244.0,2025-12-18
P3066,5147,CARD,SUCCESS,1082.0,2025-12-28
P3069,9758,COD,FAILED,1405.0,2025-12-28
P3072,9901,COD,FAILED,4878.0,2025-12-31
P3073,7352,COD,FAILED,1936.0,2025-12-26
P3075,9546,UPI,SUCCESS,680.0,2025-12-15
P3077,2651,CARD,FAILED,2737.0,2026-01-09
P3079,1393,CARD,FAILED,4040.0,2026-01-09
P3080,9794,UPI,SUCCESS,2224.0,2025-12-22
P3081,2719,UPI,SUCCESS,3330.0,2025-12-29
P3083,7568,UPI,FAILED,4250.0,2026-01-13
P3085,7896,COD,SUCCESS,3775.0,2025-12-31
P3086,2567,CARD,SUCCESS,1239.0,2025-12-21
P3087,2146,UPI,SUCCESS,2193.0,2025-12-15
P3088,7728,CARD,SUCCESS,2234.0,2026-01-02
P3090,6793,CARD,FAILED,1146.0,2026-01-11
P3091,9068,CARD,FAILED,3333.0,2026-01-07
P3093,816,CARD,FAILED,4283.0,2025-12-17
P3096,1130,COD,SUCCESS,508.0,2026-01-04
P3097,8789,COD,SUCCESS,599.0,2026-01-05
P3098,3424,CARD,FAILED,4045.0,2026-01-08
P3099,5494,UPI,SUCCESS,1268.0,2025-12-22
P3100,5445,CARD,SUCCESS,1232.0,2026-01-13
P3102,9533,UPI,SUCCESS,1738.0,2025-12-31
P3103,4043,CARD,SUCCESS,834.0,2026-01-07
P3104,6433,CARD,FAILED,3118.0,2025-12-28
P3106,7566,UPI,FAILED,1328.0,2026-01-02
P3107,3392,UPI,SUCCESS,1666.0,2025-12-15
P3108,9655,UPI,SUCCESS,3936.0,2025-12-20
P3109,456,UPI,FAILED,1110.0,2026-01-11
P3110,7672,UPI,FAILED,2968.0,2025-12-23
P3111,9782,CARD,SUCCESS,805.0,2026-01-06
P3114,841,COD,SUCCESS,2079.0,2026-01-01
P3116,1896,CARD,FAILED,3011.0,2025-12-30
P3119,2736,COD,FAILED,1364.0,2025-12-24
P3122,8557,UPI,FAILED,792.0,2025-12-29
P3123,8212,CARD,SUCCESS,3885.0,2025-12-16
P3126,2814,UPI,SUCCESS,3099.0,2025-12-30
P3128,6324,CARD,FAILED,2529.0,2025-12-28
P3132,7870,UPI,SUCCESS,4785.0,2025-12-22
P3133,7816,UPI,FAILED,1838.0,2026-01-09
P3135,1826,COD,SUCCESS,1153.0,2026-01-13
P3137,5418,COD,FAILED,3763.0,2025-12-19
P3138,2934,COD,SUCCESS,859.0,2026-01-01
P3139,7010,CARD,FAILED,2399.0,2026-01-11
P3141,67,UPI,FAILED,1592.0,2026-01-09
